trial_id,title,intervention_name,condition,phase,status,source_database
NCT03568201,Systolic Ankle arteriaL Pressure and Transcutaneous oximetrY During a TURTLE Test in Athletes,Transcutaneous oximetry,Iliac Kinking,NA,COMPLETED,ClinicalTrials.gov
NCT01467583,Fondaparinux in Critically Ill Patients With Renal Failure,Fondaparinux,Venous Thromboembolism,PHASE4,COMPLETED,ClinicalTrials.gov
NCT02260622,Pilot Study to Examine the Use of Rivaroxaban After Angioplasty for Critical Limb Ischemia,rivaroxaban plus aspirin; clopidogrel plus aspirin,Critical Limb Ischemia,PHASE2,COMPLETED,ClinicalTrials.gov
NCT00071266,The Dose Response of Niacin ER/Lovastatin on Peak Walking Time (PWT) in Patients With Intermittent Claudication - TROPIC,Niacin Extended Release and Lovastatin Tablets,Intermittent Claudication; Peripheral Vascular Disease,PHASE3,COMPLETED,ClinicalTrials.gov
NCT01031901,Topical Rapamycin Therapy to Alleviate Cutaneous Manifestations of Tuberous Sclerosis Complex (TSC) and Neurofibromatosis I (NF1),Skincerity; Skincerity plus sirolimus/rapamycin; Skinercity plus sirolimus/rapamycin,Tuberous Sclerosis; Neurofibromatoses; Angiofibroma; Neurofibroma,PHASE1,COMPLETED,ClinicalTrials.gov
NCT05149261,Coagulopathy in Acute Aortic Syndrome,Not specified,Coagulopathy,Not specified,UNKNOWN,ClinicalTrials.gov
NCT06828172,Local or Systemic Effects: Mechanisms Related to Arm Crank Exercise - Comparison Between Individuals With and Without PAD,Exercise,Peripheral Arterial Disease,NA,ENROLLING_BY_INVITATION,ClinicalTrials.gov
NCT05031195,"Prognostic Impact of NLR, PLR, and MPV in Patients Undergoing AAA Open Repair","1st tertile, 2nd tertile, 3rd tertile",Abdominal Aortic Aneurysm,Not specified,COMPLETED,ClinicalTrials.gov
NCT00739557,A Pilot Study to Evaluate the Systemic Inflammatory Response of Thoracoabdominal Aortic Aneurysm Repair.,Not specified,"Aortic Aneurysm, Thoracic; Systemic Inflammatory Response Syndrome",Not specified,WITHDRAWN,ClinicalTrials.gov
NCT03743636,Nicotinamide Riboside With and Without Resveratrol to Improve Functioning in Peripheral Artery Disease,Nicotinamide riboside; Resveratrol; Placebo,Peripheral Artery Disease,PHASE3,COMPLETED,ClinicalTrials.gov
NCT00083564,"Study Comparing STR (Skeletal Targeted Radiotherapy) Plus Melphalan to Melphalan Alone, With Stem Cell Transplant in Multiple Myeloma","STR(TM) (Skeletal Targeted Radiotherapy, Holmium-166-DOTMP)",Multiple Myeloma,PHASE3,TERMINATED,ClinicalTrials.gov
NCT04710563,SCOPE-CLI: Shifting Care and Outcomes for Patients With Endangered Limbs,Not specified,Peripheral Arterial Disease,Not specified,ACTIVE_NOT_RECRUITING,ClinicalTrials.gov
NCT02989948,Physician-Modified Fenestrated and Branched Aortic Endografting for TAAA,Physician-modified aortic endograft,"Aortic Aneurysm, Thoracoabdominal",NA,ACTIVE_NOT_RECRUITING,ClinicalTrials.gov
NCT05422235,"The Effects of Different Exercises on Tissue Mechanics, Strength and Neuropathy Symptoms in Type 2 Diabetes Patients",Routine Medical Treatment; Aerobic Exercise; Aerobic Exercise+ Foot-Related Exercise,Diabetic Foot; Peripheral Neuropathy with Type 2 Diabetes,NA,COMPLETED,ClinicalTrials.gov
NCT05757271,Serum Levels of Klotho as a Possible Biomarker of Peripheral Artery Disease,Not specified,Peripheral Arterial Disease,Not specified,UNKNOWN,ClinicalTrials.gov
NCT05868564,Atherectomy Followed With a Drug Coated Balloon in the Treatment of Long Femoropopliteal Lesions,Atherectomy+Drug-coated balloon; Drug-coated balloon,Peripheral Arterial Disease,NA,NOT_YET_RECRUITING,ClinicalTrials.gov
NCT03726814,A Clinical Study of iEPC Intervent Subjects With Cerebral Hemorrhagic Stroke,EPC treatment group,"Stroke, Ischemic",EARLY_PHASE1,UNKNOWN,ClinicalTrials.gov
NCT01325558,A Study of ALT-836 in Combination With Gemcitabine for Locally Advanced or Metastatic Solid Tumors,ALT-836 in combination with gemcitabine,Locally Advanced Malignant Neoplasm; Malignant Solid Tumour,PHASE1,COMPLETED,ClinicalTrials.gov
NCT00189111,Non-invasive Cardiac Screening in High Risk Patients -The GROUND Study,Cardiac Imaging + Treatment,Peripheral Arterial Disease,PHASE3,COMPLETED,ClinicalTrials.gov
NCT00004232,Bone Marrow and Peripheral Stem Cell Transplantation in Treating Patients With Hematologic Cancer,filgrastim; cyclosporine; methylprednisolone; prednisone; allogeneic bone marrow transplantation; peripheral blood stem cell transplantation,Chronic Myeloproliferative Disorders; Graft Versus Host Disease; Leukemia; Lymphoma; Multiple Myeloma and Plasma Cell Neoplasm; Myelodysplastic Syndromes; Precancerous/Nonmalignant Condition,PHASE1,COMPLETED,ClinicalTrials.gov
NCT07020611,First-In-Human Study Evaluating Aneurysm Sac Lining in AAA Patients,Cygnum Aneurysm Sac Management Device (ASMD),Abdominal Aortic Aneurysm,NA,RECRUITING,ClinicalTrials.gov
NCT03717844,Registry for Adults With Plasma Cell Disorders (PCD's),Not specified,Multiple Myeloma; Amyloidosis; Cryoglobulinemia; Castleman's Disease; Light Chain Deposition Disease; Heavy Chain Deposition Disease; Polyneuropathy Organomegaly Endocrinopathy Monoclonal Gammopathy and Skin Changes; Smoldering Multiple Myeloma; Plasma Cell Leukemia,Not specified,RECRUITING,ClinicalTrials.gov
NCT05206032,Blood Biomarker Discovery by Raman Spectroscopy in Acute Aortic Dissection,Raman spectroscopy,Acute Aortic Dissection,Not specified,UNKNOWN,ClinicalTrials.gov
NCT06947707,Safety and Efficacy of Edoxaban and Rivaroxaban to Cerebral Venous Thrombosis in Chinese Patients,Not specified,Cerebral Venous Thrombosis; Anticoagulants and Thrombotic Disorders; Anticoagulation Treatment; Anticoagulant Therapy; Anticoagulant Drugs; NOACs; Anticoagulant Prophylaxis/Therapy; Anticoagulation With NOAC; Anticoagulation With Direct Oral Anticoagulants,Not specified,RECRUITING,ClinicalTrials.gov
NCT02262949,A Prospective Study of the Bard® LifeStent® Solo Vascular Stent System,LifeStent Vascular Stent,Peripheral Artery Disease,NA,COMPLETED,ClinicalTrials.gov
NCT01332058,Motivational Interviewing (MI) for African Americans With Peripheral Arterial Disease (PAD) Pilot,Motivational Interviewing,Peripheral Arterial Disease,NA,COMPLETED,ClinicalTrials.gov
NCT01094678,Zilver® PTX™ Global Registry,Zilver® PTX™ Stent,Peripheral Arterial Disease; Peripheral Vascular Disease,NA,COMPLETED,ClinicalTrials.gov
NCT00588471,Effect of Acute Statin Treatment in Patients Undergoing Percutaneous Coronary Intervention,Simvastatin; Placebo,Coronary Artery Disease,NA,TERMINATED,ClinicalTrials.gov
NCT05566678,Effect of Switching From Cigarette Smoking to THS on Systemic Endothelial Function in Subjects With Established Atherosclerotic Disease,Cigarette; THS; Smoking Abstinence,Cardiovascular Diseases; Smoking; Tobacco Use; Peripheral Arterial Disease; Coronary Artery Disease,NA,WITHDRAWN,ClinicalTrials.gov
NCT05147363,Shockwave: Disruption for A Better Fit,Shockwave Intravenous lithotripsy with a Supera stent,Peripheral Arterial Disease,Not specified,UNKNOWN,ClinicalTrials.gov
NCT00068133,Trial of VLTS-589 in Subjects With Intermittent Claudication,Plasmid based Gene Transfer product-VLTS-589,Intermittent Claudication; Peripheral Vascular Disease,PHASE2,COMPLETED,ClinicalTrials.gov
NCT07279649,GORE® VIABAHN® VBX Balloon Expandable Endoprosthesis Post-Market Clinical Follow-Up (PMCF) Observational Registry,Reduced Profile GORE® VIABAHN® VBX Balloon Expandable Endoprosthesis (Reduced Profile VBX Stent Graft-BXB),Aorto-iliac Occlusive Disease (AIOD); Visceral Artery Occlusive Disease (VAOD); Isolated Artery Aneurysms (IAA); Trauma or Iatrogenic Vessel Injury,Not specified,NOT_YET_RECRUITING,ClinicalTrials.gov
NCT03646409,Venous Thromboembolism and Bleeding Risk in Patients With Esophageal Cancer,"Venous thromboembolic event, arterial thromboembolic event, bleeding events",Venous Thromboembolism; Esophagus Cancer; Bleeding; Chemotherapy Effect,Not specified,COMPLETED,ClinicalTrials.gov
NCT04100499,Evaluation of Adjunctive EndoAnchors for EVAR and TEVAR,ESAR (Endosutured Aneurysm Repair),Aortic Aneurysm; Thoracic Aortic Aneurysm,Not specified,UNKNOWN,ClinicalTrials.gov
NCT02013193,Comparison of the Ranger™ Paclitaxel-Coated PTA Balloon Catheter and Uncoated PTA Balloons in Femoropopliteal Arteries,Ranger DCB; uncoated PTA balloon,Peripheral Artery Disease; Claudication; Atherosclerosis; Arteriosclerosis,NA,COMPLETED,ClinicalTrials.gov
NCT00064311,Ravuconazole in Preventing Fungal Infections in Patients Undergoing Allogeneic Stem Cell Transplantation,ravuconazole,Breast Cancer; Chronic Myeloproliferative Disorders; Gestational Trophoblastic Tumor; Infection; Leukemia; Lymphoma; Multiple Myeloma and Plasma Cell Neoplasm; Myelodysplastic Syndromes; Myelodysplastic/Myeloproliferative Neoplasms; Neuroblastoma; Ovarian Cancer; Testicular Germ Cell Tumor,"PHASE1, PHASE2",COMPLETED,ClinicalTrials.gov
NCT01803971,Cardiac Arrest and Intra Osseous Infusion,Obtention of vascular access in out-of-hospital cardiac arrest patients according to the current strategy,Cardiac Arrest,NA,COMPLETED,ClinicalTrials.gov
NCT04780295,Coronavirus Disease (COvid-)19 REgistry on THROMBOSIS Complications,Not specified,Covid19,Not specified,COMPLETED,ClinicalTrials.gov
NCT02965677,A Study of The Femoral Popliteal Artery Treated With LEGFLOW OTW,Paclitaxel Releasing Peripheral Balloon Dilatation Catheter; Peripheral Balloon Dilatation Catheter,Peripheral Arterial Disease,NA,UNKNOWN,ClinicalTrials.gov
NCT00427765,Busulfan Plus Melphalan Conditioning Regimen for Lymphoid Malignancies or Multiple Myeloma,Busulfan; Melphalan,Multiple Myeloma; Lymphoma,PHASE2,COMPLETED,ClinicalTrials.gov
NCT01941719,Enhancing Diabetic Foot Education by Viewing Personal Plantar Pressures,Enhanced foot care education; Standard Foot Care Education,Diabetes Mellitus; Diabetic Neuropathies; Foot Complications,NA,COMPLETED,ClinicalTrials.gov
NCT05823519,Neck Evolution With Ovation in Spain,Endologix Ovation Alto Endograft,Abdominal Aortic Aneurysm,Not specified,RECRUITING,ClinicalTrials.gov
NCT05058053,THE EFFECT OF COLD APPLICATION ON THE DEVELOPMENT OF PHLEBITIS IN PATIENTS RECEIVING INTRAVENOUS AMIODARONE TREATMENT.,Cold application,Phlebitis,NA,COMPLETED,ClinicalTrials.gov
NCT03538392,Serranator® Alto Post Market Clinical Follow Up (PMCF) Study,Serranator® Alto,Peripheral Arterial Disease; Arterio-venous Fistula; Arteriovenous Graft,Not specified,WITHDRAWN,ClinicalTrials.gov
NCT01153698,Pradaxa (Dabigatran Etexilate) VTE Prevention After Elective Total Hip or Knee Replacement Surgery,dabigatran,"Venous Thromboembolism; Arthroplasty, Replacement",Not specified,TERMINATED,ClinicalTrials.gov
NCT02260557,Effects of Selexipag in Adults With Raynaud's Phenomenon Secondary to Systemic Sclerosis,Selexipag; Placebo,Raynaud's Phenomenon Secondary to Systemic Sclerosis,PHASE2,COMPLETED,ClinicalTrials.gov
NCT01809730,Pilot Study: Cardiovascular Events in High Risk Orthopedic Surgical Patients,Not specified,Coronary Artery Disease; Cerebral Vascular Disease; Peripheral Artery Disease; Renal Insufficiency; Diabetes; COPD; Hypertension; Active Smoker; Cancer; CHF; Prior DVT/PE,Not specified,WITHDRAWN,ClinicalTrials.gov
NCT02280200,Ankle-foot Orthoses for Peripheral Artery Disease,AFO to improve outcomes,Peripheral Artery Disease,NA,COMPLETED,ClinicalTrials.gov
NCT06190392,Effect of a Global Simplified Strategy on Thromboembolic Events in Emergency Department Patients with Suspected Pulmonary Embolism,MODS Modified simplified diagnostic strategy,Pulmonary Embolism,NA,COMPLETED,ClinicalTrials.gov
NCT06250998,Prediction of Abdominal Aortic Aneurysm Shrinkage After Stent-placement With Artificial Intelligence,Not specified,AAA - Abdominal Aortic Aneurysm,Not specified,RECRUITING,ClinicalTrials.gov
NCT05718401,The Diagnostic Pattern and Prognosis of Multiple Myeloma Patients With Myocardial Amyloidosis Were Evaluated by NMR Based Metabolomics,NMR,Multiple Myeloma; Amyloidosis Cardiac,Not specified,UNKNOWN,ClinicalTrials.gov
NCT07129811,Stellate Ganglion Block in Complex Regional Pain Syndrome,Stellate Ganglion Block,Stellate Ganglion Block,NA,RECRUITING,ClinicalTrials.gov
NCT05449275,Effects Of Faradic Current Versus Ankle-Foot Orthosis In Patients With Foot Drop,Faradic current; Ankle foot orthosis,Foot Drop,NA,COMPLETED,ClinicalTrials.gov
NCT06565819,Important Parameters of NIR-II Imaging in the Early Diagnosis of Lower Extremity Peripheral Artery Disease,The second near-infrared region (NIR-II) imaging for lower extremity peripheral artery disease (PAD),Peripheral Artery Disease,Not specified,COMPLETED,ClinicalTrials.gov
NCT06195267,Protective Effect of Sivelestat Against Negative Pulmonary Function and Organ Dysfunction After Cardiovascular Surgery (PANDA VI),Sivelestat; Blank control,Aortic Dissection; Systemic Inflammatory Response Syndrome; Cardiovascular Diseases (CVD),NA,RECRUITING,ClinicalTrials.gov
NCT01119300,EUropean Pharmacogenetics of AntiCoagulant Therapy - Warfarin,Genotype-guided dosing algorithm; Standard care,Venous Thromboembolism; Atrial Fibrillation,PHASE4,COMPLETED,ClinicalTrials.gov
NCT01234064,Graduated Compression Stockings (GCS) Pilot Substudy,Anti-Embolism Graduated Pressure Stockings (by BSN-Jobst); No Graduated Compression Stockings,Venous Thromboembolism,PHASE3,COMPLETED,ClinicalTrials.gov
NCT05941533,Infrared Thermal Imaging in Evaluating the Percutaneous Transluminal Angioplasty for Peripheral Artery Disease,Not specified,Peripheral Artery Disease (PAD),Not specified,UNKNOWN,ClinicalTrials.gov
NCT01402128,Efficacy and Safety of Fermented Barley on Decrement of Body Fat in Obese Subjects,Barley beta-glucan(3.0g); Placebo,Overweight; Hyperlipidemia,"PHASE2, PHASE3",COMPLETED,ClinicalTrials.gov
NCT06925100,A Study to Investigate the Effectiveness and Safety of Bempedoic Acid in Patients With Primary Hypercholesterolemia or Mixed Dyslipidemia in Taiwan,Bempedoic acid 180 mg tablet,Primary Hypercholesterolemia or Mixed Hyperlipidemia,PHASE4,COMPLETED,ClinicalTrials.gov
NCT05923281,A Phase III Confirmatory Study of K-877 (Pemafibrate) in Patients With Hypercholesterolemia and Statin Intolerance,K-877 0.2 mg/day (once daily); K-877 0.4 mg/day (once daily); Placebo (once daily),Hypercholesterolemia,PHASE3,COMPLETED,ClinicalTrials.gov
NCT03515460,Acute Effects of Oral Carbohydrate and Fat Loads on Systemic Microvascular Endothelial Function in Healthy Individuals.,sugar oral load; fat oral load; sugar and fat oral load,Metabolic Syndrome,NA,COMPLETED,ClinicalTrials.gov
NCT00673660,Observational Study On Compliance Of Statin Treatment Of Patients With High Blood Cholesterol Levels,Patient Compliance,Dyslipidemia,Not specified,COMPLETED,ClinicalTrials.gov
NCT01478789,Efficacy of Plant Sterol-Fortified Dairy Product on Plasma Lipid and Plant Sterol Concentrations in Humans,WD-PS intervention phase; PS-Ester intervention phase; placebo,Hypercholesterolemia,NA,COMPLETED,ClinicalTrials.gov
NCT02011789,Metabolism And Health Effects Of Citrus Limonoids in Hypercholesterolemic Humans,Citrus Limonoid Beverage; Placebo beverage,Hypercholesterolemia,NA,COMPLETED,ClinicalTrials.gov
NCT01164397,Efficiency of Rosuvastatin Versus the Fixed Combination of Ezetimibe/Simvastatin in Outpatients,Not specified,Dyslipidemia,Not specified,COMPLETED,ClinicalTrials.gov
NCT00299884,Atorvastatin Versus Ezetimibe and Fenofibrate as a Lipid-lowering Strategy,Lipitor 20 mg; Combination Ezetrol 10 mg and Lipidil Supra 160 mg,Dyslipidemia; Vascular Disease,Not specified,COMPLETED,ClinicalTrials.gov
NCT03832985,Pediatric Reporting of Adult-Onset Genomic Results,Receive an adult-onset result; Receive a pediatric-onset result; Control - No Result,Hereditary Breast and Ovarian Cancer Syndrome; Lynch Syndrome; Familial Hypercholesterolemia,EARLY_PHASE1,COMPLETED,ClinicalTrials.gov
NCT02072837,Dyslipidemia-related Risk Factors in Dialysis,Not specified,Chronic Renal Disease; Cardiovascular Disease; Dyslipidemia,Not specified,COMPLETED,ClinicalTrials.gov
NCT06692777,Evaluation of the Hypolipidemic Effect of Bergavit by a Human Trial.,Bergavit; Placebo,Hyperlipidemia,NA,COMPLETED,ClinicalTrials.gov
NCT01997268,The Efficacy of EPA+DHA (SC401B) for Lowering Triglyceride Levels (≥ 500 mg/dL),Placebo; SC401B 2 capsules; SC401B 4 capsules; SC401B 6 capsules,Severe Hypertriglyceridemia,PHASE3,WITHDRAWN,ClinicalTrials.gov
NCT05743868,Metabolic Heterogeneity Underlying Hypertriglyceridemia: Hepatic Triglyceride Biosynthesis in Humans With Different Insulin Resistance Phenotypes,Standardized Dinner; Premeal exercise,Insulin Resistance; Hypertriglyceridemia,NA,RECRUITING,ClinicalTrials.gov
NCT02107898,Efficacy and Safety Evaluation of Alirocumab in Patients With Heterozygous Familial Hypercholesterolemia or High Cardiovascular Risk Patients With Hypercholesterolemia on Lipid Modifying Therapy (ODYSSEY JAPAN),Placebo (for alirocumab); Alirocumab; Lipid-Modifying Therapy (LMT),Hypercholesterolemia,PHASE3,COMPLETED,ClinicalTrials.gov
NCT04802525,"A Low-fat Diet Combined With Moderate-intensity Aerobic Exercise Versus Low-fat Diet, Aerobic Exercise Alone on Dyslipidemia and Depression Status in Obese Patients",Moderate-intensity aerobic exercise training,Dyslipidemias,NA,COMPLETED,ClinicalTrials.gov
NCT00945737,A Study on the Effects of Soy Protein on Blood Lipids in Men and Women With Mild to Moderate Hypercholesterolemia,Soy protein; 25 grams/day; Control protein,Hypercholesterolemia,NA,COMPLETED,ClinicalTrials.gov
NCT04320719,Optimizing Statin Tratment in People Living With Diabetes,Not specified,Diabetes,Not specified,COMPLETED,ClinicalTrials.gov
NCT00330876,Study of Pitavastatin in Elderly Patients With Primary Hypercholesterolemia or Combined Dyslipidemia,Pitavastatin,Hypercholesterolemia; Dyslipidemias,PHASE3,COMPLETED,ClinicalTrials.gov
NCT00092833,Investigational Drug in Patients With Hypercholesterolemia or in Patients With Sitosterolemia (0653-026)(COMPLETED),Comparator: ezetimibe,"Hypercholesterolemia, Familial; Lipid Metabolism, Inborn Errors",PHASE3,TERMINATED,ClinicalTrials.gov
NCT06504043,A Study on Evaluating the Safety of HST101 in Healthy Chinese Participants,HST101,Hypercholesterolemia; Healthy Volunteers; LDL-Cholesterol,PHASE1,ENROLLING_BY_INVITATION,ClinicalTrials.gov
NCT00286234,"Niacin, N-3 Fatty Acids and Insulin Resistance",omega-3 acid ethyl esters; extended release niacin; placebo; omega-3 acid ethyl esters; combined treatment,Metabolic Syndrome; Hypertriglyceridemia,PHASE4,COMPLETED,ClinicalTrials.gov
NCT00895193,Alternative Options to Minimize Niacin-Induced Flushing,Apple pectin; Aspirin 325 mg; Placebo,Hypercholesterolemia; Flushing,NA,COMPLETED,ClinicalTrials.gov
NCT02500147,Metformin for Ectopic Fat Deposition and Metabolic Markers in Polycystic Ovary Syndrome (PCOS),Metformin; Placebo,Polycystic Ovary Syndrome; Non-Alcoholic Fatty Liver Disease; Metabolic Syndrome,PHASE4,TERMINATED,ClinicalTrials.gov
NCT00462748,A Study to Determine the Number of Patients Who Reach Optimal Cholesterol Levels on Each of Three Different Treatments (0653A-121),ezetimibe (+) simvastatin; Comparator: atorvastatin; Comparator: rosuvastatin,Hypercholesterolemia,PHASE3,COMPLETED,ClinicalTrials.gov
NCT06772168,Evaluate the Efficacy and Safety of CMG190303 in Patients With Type 2 Diabetes and Dyslipidemia,CMG190303(Dapagliflozin/Rosuvastatin); Comparator 1: Dapagliflozin/Rosuvastatin placebo; Rosuvastatin/Dapagliflozin placebo,Dyslipidemia; Type 2 Diabetes,PHASE3,RECRUITING,ClinicalTrials.gov
NCT00603876,Efficacy of Almonds Added to Chronic Statin Therapy,Almonds,Hyperlipidemia,PHASE4,COMPLETED,ClinicalTrials.gov
NCT00078091,Genetics and Clinical Characteristics of Bardet-Biedl Syndrome,Not specified,Bardet-Biedl Syndrome,Not specified,TERMINATED,ClinicalTrials.gov
NCT02976818,Lp(a) and Aortic Valve Calcification,Not specified,Heterozygous Familial Hypercholesterolemia,Not specified,COMPLETED,ClinicalTrials.gov
NCT01353820,Effects of Lactobacillus Delbruckii Lactis DN111244 Fermented Milk Consumption on Plasma Lipids Levels in Hypercholesterolaemic Adults,1- Low fat drinkable fermented by Lactobacillus Delbruckii lactis (DN111244) - >10E8 <5.10E9 cfu/mL; 2- Low fat drinkable fermented by S. thermophilus and L. bulgaricus,Hypercholesterolemia,NA,COMPLETED,ClinicalTrials.gov
NCT02354079,HYPOCHOL : A Genetically-based Strategy to Identify New Targets in Cholesterol Metabolism,hypobetalipoproteinemia genetic and genotypic screening,Hypobetalipoproteinemia,NA,ACTIVE_NOT_RECRUITING,ClinicalTrials.gov
NCT02715726,Evaluation of Alirocumab Versus Ezetimibe on Top of Statin in Asia in High Cardiovascular Risk Patients With Hypercholesterolemia,Alirocumab; Placebo for alirocumab; ezetimibe; placebo for ezetimibe; atorvastatin; rosuvastatin; simvastatin,Hypercholesterolemia,PHASE3,COMPLETED,ClinicalTrials.gov
NCT06863935,A Pilot Study of High-Dose Omega-3 (Soloways ™) Polyunsaturated Fatty Acids in Patients with Dyslipidemia Carrying FADS1/FADS2 Variants,High-dose omega-3 PUFA supplementation; High-dose omega-3 PUFA supplementation,Dyslipidemia,NA,COMPLETED,ClinicalTrials.gov
NCT00966225,LIP-01 in Hypercholesterolemia,LIP-01,Hypercholesterolemia,PHASE1,COMPLETED,ClinicalTrials.gov
NCT06482476,Medical Students' Evaluation of Dyslipidemia and LIPoprotein(a) Study,Measurement of Lp(a) levels,Insight Into the Prevalence of Elevated Lp(a) Among Greek Medical Students,Not specified,RECRUITING,ClinicalTrials.gov
NCT01730040,Study of the Efficacy and Safety of Alirocumab (REGN727/SAR236553) in Combination With Other Lipid-modifying Treatment (LMT) (ODYSSEY OPTIONS I),Alirocumab; Atorvastatin; Ezetimibe; Rosuvastatin; Placebo,Hypercholesterolemia,PHASE3,COMPLETED,ClinicalTrials.gov
NCT02065024,Food Matrix and Genetic Variability as Determinants of Bioavailability and Biological Effects of Beta-cryptoxanthin and Phytosterols,b-cryptoxanthin plus phytosterols,Hypercholesterolemia; Osteoporosis,PHASE1,COMPLETED,ClinicalTrials.gov
NCT00569959,Assessment of Non-Fasting vs. Fasting Lipid Measures in Diabetes Patients,fasting 12+ hours; Non-fasting,Diabetes Mellitus; Normal Glucose Metabolism; Hyperlipidemia,NA,COMPLETED,ClinicalTrials.gov
NCT00409773,Ezetimibe/Simvastatin in Patients With Metabolic Syndrome (0653A-107)(COMPLETED),ezetimibe (+) simvastatin; Comparator: atorvastatin calcium; Comparator: Placebo (unspecified),Hypercholesterolemia; Metabolic Syndrome,PHASE3,COMPLETED,ClinicalTrials.gov
NCT06183307,Effects of Nattokinase on Inflammation and Cardiovascular Risk Markers in Patients With Dyslipidemia,Nattokinase; Placebo,Cardiovascular Diseases; Dyslipidemias; Inflammation,NA,RECRUITING,ClinicalTrials.gov
NCT07269795,Advanced Strategy of Food Supplements for the Optimization of Satiety and Lipid Metabolism in Maturity (SACIANS),Food Supplement Combination (SACIANS Formula),Dyslipidemia; Lipid Metabolism; Satiety Response; Overweight and/or Obesity,NA,COMPLETED,ClinicalTrials.gov
NCT00767130,DNA Diagnostic System for Statin Safety and Efficacy,Not specified,Hypercholesterolemia; Myopathy,Not specified,UNKNOWN,ClinicalTrials.gov
NCT00329173,PULSAR - A Prospective Study to Evaluate the Utility of Low Doses of the Statins Atorvastatin and Rosuvastatin.,Rosuvastatin; Atorvastatin,Hypercholesterolaemia,PHASE3,COMPLETED,ClinicalTrials.gov
NCT04031469,A Non-Interventional Pilot Study to Explore the Role of Gut Flora in Disease,There is no intervention in this study,"Gut Microbiome; Gastrointestinal Microbiome; Autism; Autism Spectrum Disorder; Autism Spectrum Disorder High-Functioning; Alzheimer Disease; Alzheimer Dementia (AD); Alzheimer Dementia; Alzheimer Disease (AD); Crohn; Crohn Colitis; Crohn Disease (CD); Crohn Disease Colon; Myalgic Encephalomyelitis; ME/CFS; Myalgic Encephalomyelitis (ME); Myalgic Encephalomyelitis/Chronic Fatigue Syndrome; Psoriasis; Psoriasis Annularis; Psoriasis Chronic; Chronic Urinary Tract Infection; Ulcerative Colitis (Disorder); Ulcerative Colitis (UC); Ulcerative Colitis Acute; Ulcerative Colitis Chronic; Multiple Sclerosis; Multiple Sclerosis (MS) - Relapsing-remitting; Multiple Sclerosis (MS) Primary Progressive; Constipation Chronic Idiopathic; Constipation; Celiac; Celiac Disease; Celiac Sprue; Lyme Arthritis; Lyme Borreliosis, Nervous System; Lyme Disease, Chronic; Cholesterol; Cholesterol Level, High; Cancer; Colon Cancer; Amyotrophic Lateral Sclerosis (ALS); Amyotrophic Lateral Sclerosis; Rheumatoid Arthritis (RA); Rheumatoid Arthritis - Rheumatism; Chronic Fatigue Syndrome (CFS); PARKINSON DISEASE (Disorder); Parkinson Disease; Parkinson Disease (PD); Depression; Major Depressive Disorder (MDD); Depression Disorder; Depression in Adults; Anxiety; Anxiety Disorder Generalized; Obsessive Compulsive Disorder (OCD); Obsessive Compulsive Disorder OCD; Obsessive - Compulsive Disorder; Bipolar; Bipolar 1 Disorder; Bipolar Disorder (BD); Bipolar Disorder I and II; Bipolar and Related Disorders; Migraine; Migraine Disorder; Diabetes (DM); Diabetes; Lupus; Lupus Erythematosus; Epidermolysis Bullosa (EB); Mesothelioma; Mesothelioma Malignant; IBS (Irritable Bowel Syndrome); Irritable Bowel; IBS - Irritable Bowel Syndrome; Irritable Bowel Syndrome (IBS); Eczema; Eczema Atopic Dermatitis; Acne; Myasthaenia Gravis; Gout",Not specified,SUSPENDED,ClinicalTrials.gov
NCT06750341,Study of QLC7401 in the Treatment of Primary Hypercholesterolemia or Mixed Hyperlipidemia With Elevated LDL Cholesterol,QLC7401; Placebo,Primary Hypercholesterolemia or Mixed Hyperlipidemia,PHASE2,NOT_YET_RECRUITING,ClinicalTrials.gov
NCT01954472,Enhanced Multicenter Dietary Portfolio Study,Enhanced portfolio plus structured exercise; High fiber diet plus routine exercise,Cardiovascular Diseases; Type 2 Diabetes; Hypercholesterolemia,NA,WITHDRAWN,ClinicalTrials.gov
NCT00166530,EASEGO Study: Doubling of Atorvastatin/Simvastatin or INEGY in Patients With Hypercholesterolemia and Coronary Artery Disease(CAD)(0653A-089),ezetimibe (+) simvastatin; simvastatin; atorvastatin,Atherosclerosis,PHASE4,COMPLETED,ClinicalTrials.gov
NCT02380534,Use of Apheretic Technologies in Cardiovascular Disease,H.E.L.P. apheresis,Dyslipidemia,NA,WITHDRAWN,ClinicalTrials.gov
NCT00194402,SLIM: Combined Effects of Slo-Niacin and Atorvastatin on Lipoproteins and Inflammatory Markers in Hyperlipidemia,"Slo-Niacin, atorvastatin",Dyslipidemia,PHASE4,COMPLETED,ClinicalTrials.gov
NCT00908011,Addition of Ezetimibe (Ezetrol®) to Ongoing Therapy With Rosuvastatin (Crestor®) in HIV Positive Patients Not Reaching Cholesterol Targets,Ezetimibe; Rosuvastatin (standard care),Hypercholesterolemia; HIV Infections,NA,COMPLETED,ClinicalTrials.gov
NCT05786534,Therapeutic Effect of Green Seaweed Against Metabloc Syndrome,Green Seaweed,Metabolic Syndrome,NA,UNKNOWN,ClinicalTrials.gov
NCT02168803,A Study of Evacetrapib in Participants With Abnormal Cholesterol,Evacetrapib,Dyslipidemia,PHASE1,COMPLETED,ClinicalTrials.gov
