trial_id,title,intervention_name,condition,phase,status,source_database
NCT00924118,Sodium Nitrite in Acute Myocardial Infarction,Sodium Nitrite,Acute Myocardial Infarction,PHASE2,COMPLETED,ClinicalTrials.gov
NCT00453518,The RETRIEVE Study: Use of the FiberNet® Embolic Protection System in Saphenous Vein Grafts,FiberNet EPS used during SVG intervention.,Saphenous Vein Graft Disease; Myocardial Ischemia; Embolism,NA,COMPLETED,ClinicalTrials.gov
NCT07208006,Very Early PCSK9 Inhibition for Acute Myocardial Infarction,Standard Lipid-Lowering Therapy; Early Intensive Lipid-Lowering Therapy (PCSK9 Inhibitor),Acute Myocardial Infarction (AMI),NA,RECRUITING,ClinicalTrials.gov
NCT00926458,NON-Invasive Examinations of Coronary Artery Disease,Not specified,Coronary Artery Disease,Not specified,UNKNOWN,ClinicalTrials.gov
NCT01175850,Randomized Trial of IN.PACT Admiral® Drug Coated Balloon vs Standard PTA for the Treatment of SFA and Proximal Popliteal Arterial Disease,Drug-Coated Balloon (DCB); PTA Balloon: Balloon Angioplasty,Peripheral Arterial Disease (PAD),NA,COMPLETED,ClinicalTrials.gov
NCT00997750,Efficacy and Safety of Lornoxicam in Patients With Acute Coronary Syndrome,Lornoxicam,Acute Coronary Syndrome,PHASE4,COMPLETED,ClinicalTrials.gov
NCT00574691,ECLIPSE Feasibility Trial (Ensure's Vascular Closure Device Speeds Hemostasis Trial) EU,7F Ensure Medical Vascular Closure Device,"Angioplasty, Transluminal, Percutaneous Coronary; Coronary Arteriosclerosis",PHASE1,COMPLETED,ClinicalTrials.gov
NCT07190274,"Prospective Observational Cohort Study on Impact of Frailty on Risk Prediction, Treatment Strategies, and Short-Term Outcomes in Patients With Acute Coronary Syndrome",Not specified,Frailty; ACS (Acute Coronary Syndrome); MACE; GRACE Score,Not specified,NOT_YET_RECRUITING,ClinicalTrials.gov
NCT03841474,The Recovery of Cardiovascular Patients With Depression,Psychiatric treatment with sertraline; Psychiatric treatment with escitalopram,Coronary Artery Disease; Depression; Cardiovascular Diseases,NA,UNKNOWN,ClinicalTrials.gov
NCT07312318,AI-Driven Dynamic Prediction of Non-Target Lesion Progression After PCI: A Chinese Multicenter Cohort Study,percutaneous coronary intervention,Coronary Heart Disease (CHD),Not specified,RECRUITING,ClinicalTrials.gov
NCT02664831,Immunoinflammatory Response in Post Cardiac Arrest Syndrome (PCAS),Not specified,Cardiac Arrest; Inflammation; Obesity; Hypoxic Ischemic Encephalopathy (HIE),Not specified,RECRUITING,ClinicalTrials.gov
NCT06315153,Comprehensive Assessment of Atherosclerotic Ischemic Stroke Risk and Development of a Prediction Model,Not specified,Carotid Stenosis; Ischemic Stroke,Not specified,ACTIVE_NOT_RECRUITING,ClinicalTrials.gov
NCT02179853,Anakinra in Infants and Children With Coronary Artery Abnormalities in Acute Kawasaki Disease,Anakinra,Kawasaki Disease,"PHASE1, PHASE2",COMPLETED,ClinicalTrials.gov
NCT06260475,IUA Committee Research Project on the Management of TASC C and D Aortoiliac Lesions,Aortobifemoral bypass; aortoiliac stenting,Aortoiliac Atherosclerosis; Aortoiliac Occlusive Disease; Aortoiliac Atherosclerosis With Gangrene; Aortoiliac Atherosclerosis Without Gangrene; Aortoiliac Obstruction; Peripheral Arterial Disease; Peripheral Vascular Diseases,Not specified,NOT_YET_RECRUITING,ClinicalTrials.gov
NCT01661101,Management of Myocardial Injury After Noncardiac Surgery Trial,Dabigatran; Placebo (for Dabigatran); Omeprazole; Placebo (for Omeprazole),Myocardial Injury After Noncardiac Surgery (MINS),PHASE3,COMPLETED,ClinicalTrials.gov
NCT04140019,Early Cardiac Magnetic Resonance Imaging in Suspected Non-ST-Elevation Myocardial Infarction,CMR,NSTEMI - Non-ST Segment Elevation MI; ACS - Acute Coronary Syndrome,Not specified,UNKNOWN,ClinicalTrials.gov
NCT05156736,Pakistan Study of Premature Coronary Atherosclerosis in Young Adults,Not specified,"Atherosclerotic Plaque; Diabetes Mellitus, Type 2; Hypertension; Stroke",Not specified,RECRUITING,ClinicalTrials.gov
NCT00125671,Warfarin and Antiplatelet Vascular Evaluation,Warfarin,Peripheral Vascular Diseases; Cardiovascular Diseases,PHASE3,UNKNOWN,ClinicalTrials.gov
NCT02796404,Homebased Monitoring Cardiac Rehabilitation Program,Homebased cardiac rehabilitation program; Traditional cardiac rehabilitation program,Homebased Cardiac Rehabilitation Program After Ischemic Heart Disease,NA,UNKNOWN,ClinicalTrials.gov
NCT00614848,The ENDEAVOR II Clinical Trial: The Medtronic Endeavor Drug Eluting Coronary Stent System in Coronary Artery Lesions,Endeavor drug eluting coronary stent,Coronary Artery Disease; Arterial Occlusive Diseases; Coronary Disease; Coronary Arteriosclerosis; Heart Diseases; Myocardial Ischemia; Vascular Diseases; Ischemia; Arteriosclerosis,NA,COMPLETED,ClinicalTrials.gov
NCT05841485,COVID-19 Microvascular Evaluation Trial,Assessment of coronary microvascular dysfunction using intracoronary pressure-temperature wire,COVID-19; Coronary Microvascular Dysfunction,Not specified,RECRUITING,ClinicalTrials.gov
NCT01321476,Contribution of Hepatic and Intestinal Lipoproteins to Human Atherosclerosis,Not specified,Heart Disease,Not specified,WITHDRAWN,ClinicalTrials.gov
NCT05612776,HIIT vs HRV-based Training for Rehabilitation After Stroke,HIIT; HRV,"Stroke; Cardiac Disease; Ischemic Stroke; Ischemic Heart Disease; Stroke, Ischemic",NA,UNKNOWN,ClinicalTrials.gov
NCT02688868,Evaluation of New Specifications (2.25mm) of FirehawkTM in the Treatment of Coronary Heart Disease ( Firehawk_2.25 ),FirehawkTM 2.25mm,Coronary Heart Disease,NA,COMPLETED,ClinicalTrials.gov
NCT04103034,"A SAD/MAD Study of Safety, Tolerability and Pharmacologic Activity of BT200 in Normal Volunteers",BT200; Desmopressin; Placebo,Cerebrovascular Stroke; Large-Artery Atherosclerosis (Embolus/Thrombosis); Intracranial Arteriosclerosis,PHASE1,COMPLETED,ClinicalTrials.gov
NCT07292909,Effect of Empagliflozin on Inflammation,Empagliflozin (SGLT2i); Placebo,CAD - Coronary Artery Disease; Inflamation; PCI; SGLT 2 Inhibitors,PHASE4,RECRUITING,ClinicalTrials.gov
NCT01249599,Stress-induced Vascular Dysfunction: Evaluation of Endothelial Function in a Cohort of Patients With Takotsubo Syndrome,blood sample analysis,Takotsubo Syndrome,Not specified,COMPLETED,ClinicalTrials.gov
NCT02607033,Exercise and Weight Loss in PAD,Exercise; Weight Loss,Peripheral Arterial Disease,NA,COMPLETED,ClinicalTrials.gov
NCT01612533,Safety Study of Shenfu (a Chinese Medicine Injection) Used in Hospitals in China,Not specified,Shock; Coronary Heart Disease,Not specified,UNKNOWN,ClinicalTrials.gov
NCT03313752,Effects of SGLT2 Inhibition on Myocardial Insulin Sensitivity,Dapagliflozin 10Mg Tab; Placebo,Type2 Diabetes Mellitus; Stable Coronary Artery Disease,PHASE3,UNKNOWN,ClinicalTrials.gov
NCT06420752,Passive Stretching in Peripheral Arterial Disease Patients,Calf Plantar flexion; Dietary nitrate,"Peripheral Arterial Disease; Walking, Difficulty; Inflammation",PHASE2,RECRUITING,ClinicalTrials.gov
NCT06127147,High-intensity Inspiratory Muscle Training as a Pre-cardiac Rehabilitation in Heart Disease,IMT; Sham-IMT,Coronary Artery Bypass Graft; CABG,NA,COMPLETED,ClinicalTrials.gov
NCT01429948,Identification the Cause of Silent Cerebral infarctiON in Healthy Subjects (ICONS),Not specified,Cerebral Infarction,Not specified,COMPLETED,ClinicalTrials.gov
NCT06868225,Scientific Rationale and Design for a Prospective Study to Codify Coronary Lesions Based on Fluid Mechanics and Acoustic Mechanisms,Not specified,Unstable Angina (UA),Not specified,NOT_YET_RECRUITING,ClinicalTrials.gov
NCT06560840,Effectiveness of Gut Microbiota-targeted Diatery Intervention Among Older People Living With HIV,dietary intervention,"Hiv; Atherosclerosis; Diet, Healthy",NA,RECRUITING,ClinicalTrials.gov
NCT05292651,Optimal Stent Deployment Strategy of Contemporary Stents,PCI,Coronary Artery Disease,NA,RECRUITING,ClinicalTrials.gov
NCT00184457,Maximal Leg Press Strength Training Study for Coronary Artery Disease Patients,Strength training intervention,Heart Failure; Coronary Artery Disease,NA,COMPLETED,ClinicalTrials.gov
NCT01174381,The Use of a Community-based Organization to Change Lifestyle Characteristics Related to Non Communicable Diseases,lifestyle modification,Diabetes; Hypertension; Stroke; Ischemic Heart Disease,NA,COMPLETED,ClinicalTrials.gov
NCT06562309,Fecal Microbiota and Monocyte Trained Immunity in CHD Patients With Different hsCRP,take feces and blood samples from patients,Coronary Heart Disease; Unstable Angina,Not specified,COMPLETED,ClinicalTrials.gov
NCT02215993,Sampling P2Y12 Receptor Inhibition With Prasugrel and Ticagrelor in Patients Submitted to Thrombolysis,Prasugrel; Ticagrelor,Acute Coronary Syndrome; Platelet Function,PHASE4,COMPLETED,ClinicalTrials.gov
NCT05819814,Polygenic Risk-based Detection of Subclinical Coronary Atherosclerosis and Change in Cardiovascular Health,Disclosure of high polygenic risk result for coronary artery disease,Coronary Artery Disease,NA,RECRUITING,ClinicalTrials.gov
NCT06075433,Efficacy and Safety of 1-year Duration of DAPT After GENOSS® DES Implantation in Patients with Coronary Artery Disease According to the Complex Higher-risk Procedure,Not specified,Coronary Artery Disease; Percutaneous Coronary Intervention; Dual Antiplatelet Therapy,Not specified,RECRUITING,ClinicalTrials.gov
NCT00888485,Randomized Trial of Behavioral Intervention Versus Standard Treatment,Behavioral interventional program,Coronary Heart Disease,NA,COMPLETED,ClinicalTrials.gov
NCT00947843,Efficacy and Tolerability of Clopidogrel Resinate and Clopidogrel Bisulfate in Patients With Coronary Heart Disease (CHD) or CHD Equivalents,aspirin + pregrel (Clopidogrel resinate); aspirin + placebo; aspirin + plavix (Clopidogrel bisulfate),Coronary Heart Disease,PHASE4,COMPLETED,ClinicalTrials.gov
NCT02606435,Thrombus Aspiration in Patients With STEMI,percutaneous coronary intervention (PCI); thrombus aspiration,ST-segment Elevation Myocardial Infarction,PHASE4,UNKNOWN,ClinicalTrials.gov
NCT04565808,CHA2DS2-VASc Score as a Predictor of Thrombus Burden and Clinical Outcomes in Patients Undergoing PPCI.,primary percutaneous coronary intervention,STEMI,Not specified,UNKNOWN,ClinicalTrials.gov
NCT00269425,The Heart Institute of Spokane Diet Study,American Heart Association Step 2 diet; Mediterranean diet,Myocardial Infarction,PHASE3,COMPLETED,ClinicalTrials.gov
NCT05544864,Intracoronary Stenting and Restenosis - Randomized Trial of Drug-eluting Stent Implantation or Drug-coated Balloon Angioplasty According to Neointima Morphology in Drug-eluting Stent Restenosis 5,Drug eluting stent (DES); Drug coated ballloon (DCB),"Coronary Artery Disease; Restenoses, Coronary",NA,RECRUITING,ClinicalTrials.gov
NCT02053909,Ticagrelor Antiplatelet Therapy to Reduce Graft Events and Thrombosis,Aspirin; Ticagrelor,Saphenous Vein Graft Disease,PHASE4,COMPLETED,ClinicalTrials.gov
NCT01916499,MRI Study After Arterial Switch Operation in Patients With Transposition of the Great Arteries,3 tesla magnetic resonance imaging findings; coronary artery status; 3 tesla magnetic resonance imaging findings; ventricular function and morphology,Transposition of Great Vessels; Surgery,Not specified,COMPLETED,ClinicalTrials.gov
NCT04213599,The Angiography Characteristic of Free Wall Ruptrue in STEMI,Coronary intervention,ST-Elevation Myocardial Infarction,Not specified,UNKNOWN,ClinicalTrials.gov
NCT01366404,Study of the Natural History of FFR Guided Percutaneous Coronary Intervention,Not specified,Coronary Artery Disease,Not specified,RECRUITING,ClinicalTrials.gov
NCT05434455,Effect of RIPC on the Prevention of POD in Patients Undergoing Cardiac Surgery,RIPC induced with 3 cycles of 5 minutes of ischaemia and 5 minutes of reperfusion,Postoperative Delirium; Cardiac Surgery,NA,UNKNOWN,ClinicalTrials.gov
NCT02114515,PATient Navigator to rEduce Readmissions,Hospital usual care; Navigator intervention; Peer-led telephone support line,Chronic Obstructive Pulmonary Disease; Heart Failure; Sickle Cell Disease; Myocardial Infarction; Pneumonia,NA,COMPLETED,ClinicalTrials.gov
NCT05007925,Disrupt PAD BTK II Study With the Shockwave Peripheral IVL System,Intravascular Lithotripsy,Peripheral Artery Disease,NA,ACTIVE_NOT_RECRUITING,ClinicalTrials.gov
NCT00674271,Immune Profile and Complication Risk in Type 2 Diabetes,Not specified,"Diabetes Mellitus, Type 2",Not specified,UNKNOWN,ClinicalTrials.gov
NCT00005532,"Dietary Fat, Plasma Lipids, and Other CHD Risk Factors",Not specified,Atherosclerosis; Cardiovascular Diseases; Coronary Disease; Heart Diseases,Not specified,COMPLETED,ClinicalTrials.gov
NCT01196221,Technical Innovation Protocol for MR & US Plaque Imaging: Reproducibility.,Not specified,Atherosclerosis,Not specified,COMPLETED,ClinicalTrials.gov
NCT00005252,Physicians' Health Study: Study of Low Cardiovascular Disease Mortality,Not specified,Cardiovascular Diseases; Heart Diseases; Coronary Disease; Myocardial Infarction,Not specified,COMPLETED,ClinicalTrials.gov
NCT07345338,Mainstreaming Genetic Testing for Non-Ischemic Cardiomyopathy in Western Canada,Health service delivery change,Nonischemic Cardiomyopathy; Dilated Cardiomyopathy (DCM),NA,NOT_YET_RECRUITING,ClinicalTrials.gov
NCT03967158,Evaluation of Effectiveness and Safety of XIENCE Sierra in Routine Clinical Practice,Xience Sierra stent,Coronary Artery Disease; Coronary Disease,Not specified,ACTIVE_NOT_RECRUITING,ClinicalTrials.gov
NCT03266978,Impact of Glycemic State on Patients ST Elevation Myocardial Infarction With Primary Percutaneous Coronary Angioplasty,Not specified,ST Elevation Myocardial Infarction,Not specified,UNKNOWN,ClinicalTrials.gov
NCT04439643,Plaque Stratification Using Ccta in Coronary ARtery Disease (PoSTCARD),vascuCAP,Coronary Artery Disease,Not specified,COMPLETED,ClinicalTrials.gov
NCT01271309,Stem Cell Migratory Activity: Prognostic Marker in Myocardial Ischemia,Not specified,Myocardial Infarction,Not specified,COMPLETED,ClinicalTrials.gov
NCT04163393,R-One Efficiency For PCI Evolution With Robotic Assistance,Percutaneous Coronary Intervention; Percutaneous Coronary Intervention using R-One assistance,Coronary Artery Disease; Percutaneous Coronary Intervention,NA,COMPLETED,ClinicalTrials.gov
NCT02618733,Comparing Ticagrelor Versus Clopidogrel on Microcirculation,Ticagrelor; Clopidogrel,Acute Coronary Syndrome,NA,COMPLETED,ClinicalTrials.gov
NCT05637333,Sonazoid in Myocardial Perfusion Imaging,Contrast Stress Echocardiography,Diagnostic Imaging; Myocardial Ischemia,Not specified,WITHDRAWN,ClinicalTrials.gov
NCT02257047,Red Yeast Rice and Subclinical Atherosclerosis in Patients With Rheumatoid Arthritis,Tea; RYR,Rheumatoid Arthritis,NA,UNKNOWN,ClinicalTrials.gov
NCT00552747,Effect of Fenofibrate on Endothelial Function and High-density Lipoproteins (HDL)in Patients With Coronary Heart Disease,fenofibrate; placebo,Coronary Heart Disease; Hyperlipidemia,PHASE4,COMPLETED,ClinicalTrials.gov
NCT01313338,Experience in Predicting Decision Making for Receiving Treatment in Acute Coronary Syndrome Patients,Not specified,Acute Coronary Syndrome,Not specified,COMPLETED,ClinicalTrials.gov
NCT03892226,Cardiomyocyte Injury Following Acute Ischemic Stroke,Not specified,"Stroke, Ischemic; Cardiac Complication",Not specified,ACTIVE_NOT_RECRUITING,ClinicalTrials.gov
NCT03212378,"Safety and Efficacy of ""Standardized"" CHIP",percutaneous coronary interventions,Coronary Artery Disease,Not specified,COMPLETED,ClinicalTrials.gov
NCT01920308,A Prospective Study of the Performance of the Bard® LifeStent® Vascular Stent Systems (REALITY),5 mm Bard LifeStent Vascular Stent,Peripheral Artery Disease,Not specified,COMPLETED,ClinicalTrials.gov
NCT07291609,Microplastics and Nanoplastics in Patients With Chronic Coronary Syndromes,Not specified,Chronic Coronary Syndrome; Microplastics; Nanoplastics; Coronary Artery Disease; Coronary Plaque; Computed Tomography; Pollution Exposure,Not specified,RECRUITING,ClinicalTrials.gov
NCT01856504,Validation of an Intracycle CT Motion CORrection Algorithm for Diagnostic AccuracY,Not specified,Coronary Artery Disease; Coronary Arteriosclerosis,Not specified,COMPLETED,ClinicalTrials.gov
NCT05820048,The Efficacy and Safty of Proton Pump Inhibitor (Lansoprazole),Lansoprazole 15 mg,Coronary Artery Disease,PHASE4,UNKNOWN,ClinicalTrials.gov
NCT00592735,Effects of Medical and Surgical Weight Loss on Metabolism,laparoscopic gastric banding,Type 2 Diabetes; Obesity,Not specified,COMPLETED,ClinicalTrials.gov
NCT06089135,Shockwave Lithoplasty Compared to Cutting Balloon Treatment in Calcified Coronary Disease - A Randomized Controlled Trial,Intravascular Lithotripsy; Cutting Balloon,Treatment in Calcified Coronary Disease,NA,COMPLETED,ClinicalTrials.gov
NCT05290389,"A Smartphone APPlication for the Transmission of ECGs in the Management of Patients Presenting With Suspected Heart Attacks in the Hamilton, Niagara, Haldimand, and Brant Area",SMART AMI APPLICATION,Myocardial Infarction; STEMI,Not specified,COMPLETED,ClinicalTrials.gov
NCT04554004,A Non-invasive Index of Microciculatory Resistance,"CCTA, CT-MPI, DSA, FFR",Coronary Microvascular Disease; Coronary Artery Disease,NA,COMPLETED,ClinicalTrials.gov
NCT03897647,Use of POC Pocket Ultrasound in the Estimation of Left and Right Atrial Pressures,General Electric (GE) VScan,Heart Failure; Acute Decompensated Heart Failure,NA,WITHDRAWN,ClinicalTrials.gov
NCT01475747,Systolic Pressure Intervention Trial Factors Affecting Factors Affecting Atherosclerosis Study,Not specified,Hypertension; Chronic Kidney Disease,Not specified,COMPLETED,ClinicalTrials.gov
NCT02317458,Congestive Heart Failure Cardiopoietic Regenerative Therapy (CHART-2) Trial - THE CHART-2 TRIAL,Experimental; Sham comparator,Heart Failure,PHASE3,UNKNOWN,ClinicalTrials.gov
NCT03105726,Medical Care Versus Ventricular Assist Device for the Management of End-stage Heart Failure (MEVADE),Not specified,Heart Failure; Heart Transplantation; Heart-Assist Devices,Not specified,COMPLETED,ClinicalTrials.gov
NCT00202878,IMPROVE-IT: Examining Outcomes in Subjects With Acute Coronary Syndrome: Vytorin (Ezetimibe/Simvastatin) vs Simvastatin (P04103),ezetimibe/simvastatin; simvastatin; Placebo for simvastatin 40 mg; Placebo for ezetimibe 10 mg/simvastatin 40 mg combination,Hypercholesterolemia; Myocardial Infarction,PHASE3,COMPLETED,ClinicalTrials.gov
NCT04016740,The PATHFINDER Study: A Feasibility Trial,Ropivacaine; Ketamine; Remifentanil; Dexmedetomidine; Rocuronium; Propofol; Sevoflurane; Dexmedetomidine; Propofol; EEG monitoring,Coronary Artery Disease; Delirium,EARLY_PHASE1,COMPLETED,ClinicalTrials.gov
NCT00430989,The ENIGMA II Trial:Nitrous Oxide Anaesthesia and Cardiac Morbidity After Major Surgery: a Randomised Controlled Trial,Nitrous Oxide; No Nitrous Oxide,Coronary Artery Disease,PHASE4,COMPLETED,ClinicalTrials.gov
NCT02126150,United Coronary Biobanks,Not specified,Coronary Artery Disease; Acute Coronary Syndrome; Myocardial Infarction; Stable Angina,Not specified,COMPLETED,ClinicalTrials.gov
NCT00196274,Autonomic Regulation Trial (ART),Not specified,"Infarction, Myocardial",Not specified,COMPLETED,ClinicalTrials.gov
NCT02694185,Secondary Event Prevention Using Population Risk Management After PCI and for Anti-Rheumatic Medications,Caplan IVR,Myocardial Ischemia; Rheumatic Diseases,NA,ACTIVE_NOT_RECRUITING,ClinicalTrials.gov
NCT02615015,SNPs in the DNase 1 Gene Impair Its Activity and Are Increased in a STE-ACS Patient Cohort Compared to Healthy Controls,Blood draw,ST Elevation Myocardial Infarction,Not specified,UNKNOWN,ClinicalTrials.gov
NCT05756608,Fibrosis in Chronic and Delayed Myocardial Infarction,68Ga-FAPI and 18F-AlF-FAPI PET-MR,Aortic Stenosis; Chemotherapy Induced Systolic Dysfunction; Carcinoid Syndrome,Not specified,RECRUITING,ClinicalTrials.gov
NCT03204825,Pain Management and Patient Education for Physical Activity in Intermittent Claudication (PrEPAID),Active TENS; Patient-Centred Education; Placebo TENS,Peripheral Arterial Disease; Intermittent Claudication,NA,COMPLETED,ClinicalTrials.gov
NCT01454440,The INtegrilin Plus STenting to Avoid Myocardial Necrosis Trial (INSTANT),Eptifibatide,Coronary Artery Disease,PHASE4,TERMINATED,ClinicalTrials.gov
NCT02265250,Pilot Study-Magnetic Resonance Imaging for Global Atherosclerosis Risk Assessment,MRI; PET/MRI; Laboratory blood test,Cardiovascular Disease; Atherosclerosis,Not specified,UNKNOWN,ClinicalTrials.gov
NCT04535518,Efficacy of Immunoglobulin Plus Infliximab for the Early Regression of Coronary Artery Lesion in Kawasaki Disease,IVIG; Aspirin; Infliximab,Kawasaki Disease,PHASE3,WITHDRAWN,ClinicalTrials.gov
NCT00881218,Myocardial Perfusion Magnetic Resonance Imaging Using Regadenoson,Regadenoson,Ischemic Heart Disease,EARLY_PHASE1,COMPLETED,ClinicalTrials.gov
NCT03335020,"Using Ultrasonography, Shear Wave Elastography, Strain Imaging, and 3-D Volume Ultrasonography on Cardiovascular Disease",Shear Wave Elastography; Pulse Wave Imaging; Contrast-Enhanced Ultrasound; Strain Imaging; 3-D Volume Ultrasound,Fibromuscular Dysplasia of Arteries; Segmental Arterial Mediolysis; Spontaneous Coronary Artery Dissection; Atherosclerosis of Artery,PHASE1,WITHDRAWN,ClinicalTrials.gov
NCT06942923,"A Study to Investigate the Safety, Tolerability and Pharmacodynamics of AZD4144 in Participants With Obesity",AZD4144; Placebo,Healthy Participants,PHASE1,COMPLETED,ClinicalTrials.gov
NCT01672047,Effect of Vitamin D Supplementation on Coronary Calcification and Parathyroid Hormone in CKD Patients,Vitamin D2,Chronic Kidney Disease; Vitamin D Deficiency,NA,UNKNOWN,ClinicalTrials.gov
NCT01440049,Patient's Management Receiving Eplerenone Therapy,Prospective Observational,Left Ventricular Dysfunction Post Myocardial Infarction,Not specified,COMPLETED,ClinicalTrials.gov
NCT00475449,The Stent or Surgery (SoS) Trial,percutaneous coronary intervention; coronary artery bypass grafting,Coronary Artery Disease,NA,COMPLETED,ClinicalTrials.gov
NCT04335448,Comprehensive Long-term Follow up of Adults With Arterial Switch Operation,No intervention is planed,Transposition of Great Vessels,Not specified,ACTIVE_NOT_RECRUITING,ClinicalTrials.gov
NCT03049085,Effect of Preoperative Aspirin in Patients Undergoing Off-pump Coronary Artery Bypass Grafting,Aspirin; vitamin C,Coronary Artery Disease; Aspirin,PHASE4,UNKNOWN,ClinicalTrials.gov
NCT02407197,International T1 Multicentre CMR Outcome Study,Not specified,Cardiomyopathy; Heart Failure; Coronary Artery Disease; Chronic Kidney Diseases; Inflammation; Fibrosis,Not specified,COMPLETED,ClinicalTrials.gov
NCT01604213,"Effects of Vildagliptin/Metformin Combination on Markers of Atherosclerosis, Thrombosis, and Inflammation in Diabetics With Coronary Artery Disease",Metformin plus vildagliptin; Metformin only,Type 2 Diabetes Mellitus; Ischemic Heart Disease,PHASE4,COMPLETED,ClinicalTrials.gov
NCT06887413,TACTIC Coronary Thrombus Aspiration With Cath Rx In Anterior Myocardial Infarction: A Randomized Control Trial.,THROMBOASPIRATION WITH INDIGO SYSTEM,Anterior Myocardial Infarction,NA,NOT_YET_RECRUITING,ClinicalTrials.gov
NCT01111760,Radiation Dose From Computed Tomography Before and After Implementation of a High Pitch Dual Spiral Technique,Not specified,Atherosclerosis of Coronary Artery; Cardiovascular Disease; Pulmonary Embolism; Aortic Aneurysm Without Mention of Rupture Nos,Not specified,COMPLETED,ClinicalTrials.gov
NCT02648620,Safety and Feasibility of SurModics SurVeil (TM) Drug Coated Balloon,SurVeil Drug Coated Balloon; Angioplasty,Peripheral Arterial Disease; Peripheral Vascular Diseases,NA,COMPLETED,ClinicalTrials.gov
NCT02419833,Immediate Versus Delayed Invasive Intervention for Non-STEMI Patients,Immediate invasive intervention; Delayed invasive intervention; Coronary artery stenting,Myocardial Infarction,NA,COMPLETED,ClinicalTrials.gov
NCT02254655,The Effect of Puerarin Injection on Carotid Intima-Media Thickness in Patients With Rheumatoid Arthritis,Puerarin injection 400 mg; Control,Rheumatoid Arthritis,PHASE2,COMPLETED,ClinicalTrials.gov
NCT01005485,Molecular and Morphologic Characterization of Circulating Endothelial Cells,Not specified,Acute Myocardial Infarction,Not specified,ACTIVE_NOT_RECRUITING,ClinicalTrials.gov
NCT00035776,Blood Factors and Peripheral Arterial Disease Outcomes,Not specified,Arterial Occlusive Diseases; Cardiovascular Diseases; Peripheral Vascular Diseases; Coronary Disease,Not specified,COMPLETED,ClinicalTrials.gov
NCT04290091,Detection of Coronary Artery Disease With Micro Electro-Mechanical Sensors,Not specified,Coronary Artery Disease,Not specified,COMPLETED,ClinicalTrials.gov
NCT03629418,Targeted Blood-pressure Management and Acute Kidney Injury After Coronary Artery Bypass Surgery,Targeted blood-pressure management; Routine blood-pressure management,"Coronary Artery Bypass, Off-Pump; Intraoperative Hypotension; Acute Kidney Injury; Preventive Medicine; Intraoperative Care",NA,RECRUITING,ClinicalTrials.gov
NCT05034224,Coronary Sinus Pressure and Microvascular Disease,Swan-Ganz catheter placed in the coronary sinus - deflated; Swan-Ganz catheter placed in the coronary sinus - inflated,Microvascular Coronary Artery Disease,NA,COMPLETED,ClinicalTrials.gov
NCT04342455,A Low-dose Radiation and Contrast Agent Exposure Protocol for Coronary CTA in Diabetic Patients,double-low scanning,Coronary Artery Disease,NA,UNKNOWN,ClinicalTrials.gov
NCT03893435,The Role of Sacubitril/Valsartan in Post-acute Myocardial Infarction,Sacubitril / Valsartan Oral Tablet [Entresto],Acute Myocardial Infarction,NA,COMPLETED,ClinicalTrials.gov
NCT03884608,Analysis of Both Sex and Device Specific Factors on Outcomes in Patients with Non-Ischemic Cardiomyopathy,Not specified,Cardiomyopathies; Gender; Implantable Defibrillator User,Not specified,COMPLETED,ClinicalTrials.gov
NCT04052191,MCRcI® Stem Cell Treatment for Diffuse Coronary Artery Disease,MCRcI® stem cells,Coronary Artery Disease,PHASE1,NOT_YET_RECRUITING,ClinicalTrials.gov
NCT04912518,Cardioprotective Effect of Dexmedetomidine in Patients With ST-segment Elevation Myocardial Infarction,Dexmedetomidine (DEX); Placebo (Saline),ST-segment Elevation Myocardial Infarction (STEMI); Percutaneous Coronary Intervention; Cardioprotection,NA,RECRUITING,ClinicalTrials.gov
NCT02501018,Study to Assess the Efficacy and Safety of CLBS12 in Patients with Critical Limb Ischemia (CLI),CLBS12; SOC,Critical Limb Ischemia; Buerger Disease; Thromboangiitis Obliterans; Atherosclerosis Obliterans,PHASE2,COMPLETED,ClinicalTrials.gov
NCT00564382,CMR in the Assessment of Patient With ACS in the Emergency Room,Cardiac magnetic Resonance study,Infarction; Ischemia; Magnetic Resonance Imaging,NA,COMPLETED,ClinicalTrials.gov
NCT07110779,Telenursing in Coronary Artery Disease,Telenursing consultation,Coronary Artery Disease; Cardiovascular Diseases,NA,NOT_YET_RECRUITING,ClinicalTrials.gov
NCT02144480,Efficacy of Early Short-term Training on Thrombogenesis in Patients Following Coronary Bypass Surgery,Intensive training; traditional training,Coronary Artery Disease,NA,COMPLETED,ClinicalTrials.gov
NCT02047526,A Study to Evaluate the Clinical Epidemiology of Patients With Heart Failure (HF) in India,Not specified,Heart Failure,Not specified,WITHDRAWN,ClinicalTrials.gov
NCT05985408,LVSP Based CRT vs. RVAP Based CRT,left ventricular septal pacing; right ventricular apical pacing,Heart Failure; Cardiac Resynchronization Therapy; Left Ventricular Septal Pacing; Right Ventricular Septal Pacing,NA,UNKNOWN,ClinicalTrials.gov
NCT00094250,"HEARTS: Heart, Exercise, and Resistance Training Study",Resistance and Aerobic Training,"Cardiovascular Diseases; Heart Failure, Congestive; Heart Diseases",NA,WITHDRAWN,ClinicalTrials.gov
