label_id,name,drug,gene,source,biomarker_status,testing,alternate_drug_available,source_database
PA166182722,Annotation of FDA Label for erdafitinib and CYP2C9,erdafitinib,CYP2C9,FDA,On FDA Biomarker List,"{'id': 1183672111, 'description': 'The label does not discuss genetic or other testing for gene/protein/chromosomal variants, but does contain information about changes in efficacy, dosage or toxicity due to such variants. The label may mention contraindication of the drug in a particular subset of patients but does not require or recommend gene, protein or chromosomal testing.', 'parents': [], 'resource': 'Genetic Testing Level', 'synonyms': [], 'term': 'Actionable PGx', 'termId': 'geneTestLevel:1183672111', 'valid': True, 'version': 2}",False,ClinPGx
PA166182738,Annotation of FDA Label for siponimod and CYP2C9,siponimod,CYP2C9,FDA,On FDA Biomarker List,"{'id': 1183672041, 'description': 'The label states or implies that some sort of gene, protein or chromosomal testing, including genetic testing, functional protein assays, cytogenetic studies, etc., should be conducted before using this drug. This requirement may only be for a particular subset of patients. PharmGKB considers labels that state the variant is an indication for the drug, as implying a test requirement. If the label states a test ""should be"" performed, this is also interpreted as a requirement.', 'parents': [], 'resource': 'Genetic Testing Level', 'synonyms': [], 'term': 'Testing Required', 'termId': 'geneTestLevel:1183672041', 'valid': True, 'version': 3}",True,ClinPGx
PA166182753,Annotation of FDA Label for meloxicam and CYP2C9,meloxicam,CYP2C9,FDA,On FDA Biomarker List,"{'id': 1183672141, 'description': 'The label mentions a gene or protein is involved in the metabolism or pharmacodynamics of the drug, but there is no information to suggest that variation in these genes/proteins leads to different response.', 'parents': [], 'resource': 'Genetic Testing Level', 'synonyms': [], 'term': 'Informative PGx', 'termId': 'geneTestLevel:1183672141', 'valid': True, 'version': 2}",False,ClinPGx
PA166160007,Annotation of FDA Label for lesinurad and CYP2C9,lesinurad,CYP2C9,FDA,On FDA Biomarker List,"{'id': 1183672111, 'description': 'The label does not discuss genetic or other testing for gene/protein/chromosomal variants, but does contain information about changes in efficacy, dosage or toxicity due to such variants. The label may mention contraindication of the drug in a particular subset of patients but does not require or recommend gene, protein or chromosomal testing.', 'parents': [], 'resource': 'Genetic Testing Level', 'synonyms': [], 'term': 'Actionable PGx', 'termId': 'geneTestLevel:1183672111', 'valid': True, 'version': 2}",False,ClinPGx
PA166160153,Annotation of PMDA Label for celecoxib and CYP2C9,celecoxib,CYP2C9,PMDA,,"{'id': 1183672111, 'description': 'The label does not discuss genetic or other testing for gene/protein/chromosomal variants, but does contain information about changes in efficacy, dosage or toxicity due to such variants. The label may mention contraindication of the drug in a particular subset of patients but does not require or recommend gene, protein or chromosomal testing.', 'parents': [], 'resource': 'Genetic Testing Level', 'synonyms': [], 'term': 'Actionable PGx', 'termId': 'geneTestLevel:1183672111', 'valid': True, 'version': 2}",False,ClinPGx
PA166163422,Annotation of FDA Label for dronabinol and CYP2C9,dronabinol,CYP2C9,FDA,On FDA Biomarker List,"{'id': 1183672111, 'description': 'The label does not discuss genetic or other testing for gene/protein/chromosomal variants, but does contain information about changes in efficacy, dosage or toxicity due to such variants. The label may mention contraindication of the drug in a particular subset of patients but does not require or recommend gene, protein or chromosomal testing.', 'parents': [], 'resource': 'Genetic Testing Level', 'synonyms': [], 'term': 'Actionable PGx', 'termId': 'geneTestLevel:1183672111', 'valid': True, 'version': 2}",False,ClinPGx
PA166183181,Annotation of EMA Label for lesinurad and CYP2C9,lesinurad,CYP2C9,EMA,,"{'id': 1183672111, 'description': 'The label does not discuss genetic or other testing for gene/protein/chromosomal variants, but does contain information about changes in efficacy, dosage or toxicity due to such variants. The label may mention contraindication of the drug in a particular subset of patients but does not require or recommend gene, protein or chromosomal testing.', 'parents': [], 'resource': 'Genetic Testing Level', 'synonyms': [], 'term': 'Actionable PGx', 'termId': 'geneTestLevel:1183672111', 'valid': True, 'version': 2}",False,ClinPGx
PA166183593,Annotation of Swissmedic Label for acenocoumarol and CYP2C9,acenocoumarol,CYP2C9,Swissmedic,,"{'id': 1183672111, 'description': 'The label does not discuss genetic or other testing for gene/protein/chromosomal variants, but does contain information about changes in efficacy, dosage or toxicity due to such variants. The label may mention contraindication of the drug in a particular subset of patients but does not require or recommend gene, protein or chromosomal testing.', 'parents': [], 'resource': 'Genetic Testing Level', 'synonyms': [], 'term': 'Actionable PGx', 'termId': 'geneTestLevel:1183672111', 'valid': True, 'version': 2}",False,ClinPGx
PA166184119,Annotation of Swissmedic Label for celecoxib and CYP2C9,celecoxib,CYP2C9,Swissmedic,,"{'id': 1183672111, 'description': 'The label does not discuss genetic or other testing for gene/protein/chromosomal variants, but does contain information about changes in efficacy, dosage or toxicity due to such variants. The label may mention contraindication of the drug in a particular subset of patients but does not require or recommend gene, protein or chromosomal testing.', 'parents': [], 'resource': 'Genetic Testing Level', 'synonyms': [], 'term': 'Actionable PGx', 'termId': 'geneTestLevel:1183672111', 'valid': True, 'version': 2}",False,ClinPGx
PA166184345,"Annotation of Swissmedic Label for phenytoin and CYP2C9, HLA-B",phenytoin,CYP2C9; HLA-B,Swissmedic,,"{'id': 1183672111, 'description': 'The label does not discuss genetic or other testing for gene/protein/chromosomal variants, but does contain information about changes in efficacy, dosage or toxicity due to such variants. The label may mention contraindication of the drug in a particular subset of patients but does not require or recommend gene, protein or chromosomal testing.', 'parents': [], 'resource': 'Genetic Testing Level', 'synonyms': [], 'term': 'Actionable PGx', 'termId': 'geneTestLevel:1183672111', 'valid': True, 'version': 2}",False,ClinPGx
PA166184373,Annotation of Swissmedic Label for piroxicam and CYP2C9,piroxicam,CYP2C9,Swissmedic,,"{'id': 1183672111, 'description': 'The label does not discuss genetic or other testing for gene/protein/chromosomal variants, but does contain information about changes in efficacy, dosage or toxicity due to such variants. The label may mention contraindication of the drug in a particular subset of patients but does not require or recommend gene, protein or chromosomal testing.', 'parents': [], 'resource': 'Genetic Testing Level', 'synonyms': [], 'term': 'Actionable PGx', 'termId': 'geneTestLevel:1183672111', 'valid': True, 'version': 2}",False,ClinPGx
PA166184385,Annotation of Swissmedic Label for lesinurad and CYP2C9,lesinurad,CYP2C9,Swissmedic,,"{'id': 1183672141, 'description': 'The label mentions a gene or protein is involved in the metabolism or pharmacodynamics of the drug, but there is no information to suggest that variation in these genes/proteins leads to different response.', 'parents': [], 'resource': 'Genetic Testing Level', 'synonyms': [], 'term': 'Informative PGx', 'termId': 'geneTestLevel:1183672141', 'valid': True, 'version': 2}",False,ClinPGx
PA166184388,"Annotation of Swissmedic Label for losartan and CYP2C9, CYP3A4",losartan,CYP2C9; CYP3A4,Swissmedic,,"{'id': 1183672111, 'description': 'The label does not discuss genetic or other testing for gene/protein/chromosomal variants, but does contain information about changes in efficacy, dosage or toxicity due to such variants. The label may mention contraindication of the drug in a particular subset of patients but does not require or recommend gene, protein or chromosomal testing.', 'parents': [], 'resource': 'Genetic Testing Level', 'synonyms': [], 'term': 'Actionable PGx', 'termId': 'geneTestLevel:1183672111', 'valid': True, 'version': 2}",False,ClinPGx
PA166184917,Annotation of FDA Label for avatrombopag and CYP2C9,avatrombopag,CYP2C9,FDA,On FDA Biomarker List,"{'id': 1183672141, 'description': 'The label mentions a gene or protein is involved in the metabolism or pharmacodynamics of the drug, but there is no information to suggest that variation in these genes/proteins leads to different response.', 'parents': [], 'resource': 'Genetic Testing Level', 'synonyms': [], 'term': 'Informative PGx', 'termId': 'geneTestLevel:1183672141', 'valid': True, 'version': 2}",False,ClinPGx
PA166185190,"Annotation of FDA Label for ospemifene and CYP2B6, CYP2C9",ospemifene,CYP2B6; CYP2C9,FDA,On FDA Biomarker List,,False,ClinPGx
PA166225042,Annotation of FDA Label for rimegepant and CYP2C9,rimegepant,CYP2C9,FDA,On FDA Biomarker List,"{'id': 1452529540, 'parents': [], 'resource': 'Genetic Testing Level', 'synonyms': [], 'term': 'No Clinical PGx', 'termId': 'geneTestLevel:1452529540', 'valid': True, 'version': 0}",False,ClinPGx
PA166240301,"Annotation of EMA Label for avatrombopag and CYP2C9, F2, F5, PROC, PROS1, SERPINC1",avatrombopag,CYP2C9; F2; F5; PROC; PROS1; SERPINC1,EMA,,"{'id': 1183672111, 'description': 'The label does not discuss genetic or other testing for gene/protein/chromosomal variants, but does contain information about changes in efficacy, dosage or toxicity due to such variants. The label may mention contraindication of the drug in a particular subset of patients but does not require or recommend gene, protein or chromosomal testing.', 'parents': [], 'resource': 'Genetic Testing Level', 'synonyms': [], 'term': 'Actionable PGx', 'termId': 'geneTestLevel:1183672111', 'valid': True, 'version': 2}",False,ClinPGx
PA166182766,"Annotation of FDA Label for fosphenytoin and CYP2C9, HLA-B",fosphenytoin,CYP2C9; HLA-B,FDA,On FDA Biomarker List,"{'id': 1183672111, 'description': 'The label does not discuss genetic or other testing for gene/protein/chromosomal variants, but does contain information about changes in efficacy, dosage or toxicity due to such variants. The label may mention contraindication of the drug in a particular subset of patients but does not require or recommend gene, protein or chromosomal testing.', 'parents': [], 'resource': 'Genetic Testing Level', 'synonyms': [], 'term': 'Actionable PGx', 'termId': 'geneTestLevel:1183672111', 'valid': True, 'version': 2}",True,ClinPGx
PA166269121,Annotation of FDA Label for nateglinide and CYP2C9,nateglinide,CYP2C9,FDA,On FDA Biomarker List,"{'id': 1183672141, 'description': 'The label mentions a gene or protein is involved in the metabolism or pharmacodynamics of the drug, but there is no information to suggest that variation in these genes/proteins leads to different response.', 'parents': [], 'resource': 'Genetic Testing Level', 'synonyms': [], 'term': 'Informative PGx', 'termId': 'geneTestLevel:1183672141', 'valid': True, 'version': 2}",False,ClinPGx
PA166269401,Annotation of EMA Label for nateglinide and CYP2C9,nateglinide,CYP2C9,EMA,,"{'id': 1183672111, 'description': 'The label does not discuss genetic or other testing for gene/protein/chromosomal variants, but does contain information about changes in efficacy, dosage or toxicity due to such variants. The label may mention contraindication of the drug in a particular subset of patients but does not require or recommend gene, protein or chromosomal testing.', 'parents': [], 'resource': 'Genetic Testing Level', 'synonyms': [], 'term': 'Actionable PGx', 'termId': 'geneTestLevel:1183672111', 'valid': True, 'version': 2}",False,ClinPGx
PA166272701,Annotation of EMA Label for rimegepant and CYP2C9,rimegepant,CYP2C9,EMA,,"{'id': 1452529540, 'parents': [], 'resource': 'Genetic Testing Level', 'synonyms': [], 'term': 'No Clinical PGx', 'termId': 'geneTestLevel:1452529540', 'valid': True, 'version': 0}",False,ClinPGx
PA166272821,Annotation of EMA Label for siponimod and CYP2C9,siponimod,CYP2C9,EMA,,"{'id': 1183672041, 'description': 'The label states or implies that some sort of gene, protein or chromosomal testing, including genetic testing, functional protein assays, cytogenetic studies, etc., should be conducted before using this drug. This requirement may only be for a particular subset of patients. PharmGKB considers labels that state the variant is an indication for the drug, as implying a test requirement. If the label states a test ""should be"" performed, this is also interpreted as a requirement.', 'parents': [], 'resource': 'Genetic Testing Level', 'synonyms': [], 'term': 'Testing Required', 'termId': 'geneTestLevel:1183672041', 'valid': True, 'version': 3}",True,ClinPGx
PA166273261,"Annotation of EMA Label for ospemifene and CYP2B6, CYP2C9",ospemifene,CYP2B6; CYP2C9,EMA,,,False,ClinPGx
PA166281781,"Annotation of HCSC Label for ospemifene and CYP2B6, CYP2C9",ospemifene,CYP2B6; CYP2C9,HCSC,,,False,ClinPGx
PA166283181,Annotation of HCSC Label for meloxicam and CYP2C9,meloxicam,CYP2C9,HCSC,,,False,ClinPGx
PA166284101,Annotation of HCSC Label for erdafitinib and CYP2C9,erdafitinib,CYP2C9,HCSC,,"{'id': 1183672111, 'description': 'The label does not discuss genetic or other testing for gene/protein/chromosomal variants, but does contain information about changes in efficacy, dosage or toxicity due to such variants. The label may mention contraindication of the drug in a particular subset of patients but does not require or recommend gene, protein or chromosomal testing.', 'parents': [], 'resource': 'Genetic Testing Level', 'synonyms': [], 'term': 'Actionable PGx', 'termId': 'geneTestLevel:1183672111', 'valid': True, 'version': 2}",False,ClinPGx
PA166284261,Annotation of HCSC Label for fosphenytoin and CYP2C9,fosphenytoin,CYP2C9,HCSC,,"{'id': 1183672141, 'description': 'The label mentions a gene or protein is involved in the metabolism or pharmacodynamics of the drug, but there is no information to suggest that variation in these genes/proteins leads to different response.', 'parents': [], 'resource': 'Genetic Testing Level', 'synonyms': [], 'term': 'Informative PGx', 'termId': 'geneTestLevel:1183672141', 'valid': True, 'version': 2}",False,ClinPGx
PA166278581,Annotation of HCSC Label for siponimod and CYP2C9,siponimod,CYP2C9,HCSC,,"{'id': 1183672041, 'description': 'The label states or implies that some sort of gene, protein or chromosomal testing, including genetic testing, functional protein assays, cytogenetic studies, etc., should be conducted before using this drug. This requirement may only be for a particular subset of patients. PharmGKB considers labels that state the variant is an indication for the drug, as implying a test requirement. If the label states a test ""should be"" performed, this is also interpreted as a requirement.', 'parents': [], 'resource': 'Genetic Testing Level', 'synonyms': [], 'term': 'Testing Required', 'termId': 'geneTestLevel:1183672041', 'valid': True, 'version': 3}",True,ClinPGx
PA166317948,Annotation of HCSC Label for rimegepant and CYP2C9,rimegepant,CYP2C9,HCSC,,"{'id': 1452529540, 'parents': [], 'resource': 'Genetic Testing Level', 'synonyms': [], 'term': 'No Clinical PGx', 'termId': 'geneTestLevel:1452529540', 'valid': True, 'version': 0}",False,ClinPGx
PA166329161,Annotation of FDA Label for etrasimod and CYP2C9,etrasimod,CYP2C9,FDA,On FDA Biomarker List,"{'id': 1183672141, 'description': 'The label mentions a gene or protein is involved in the metabolism or pharmacodynamics of the drug, but there is no information to suggest that variation in these genes/proteins leads to different response.', 'parents': [], 'resource': 'Genetic Testing Level', 'synonyms': [], 'term': 'Informative PGx', 'termId': 'geneTestLevel:1183672141', 'valid': True, 'version': 2}",False,ClinPGx
PA166329261,Annotation of EMA Label for etrasimod and CYP2C9,etrasimod,CYP2C9,EMA,,"{'id': 1183672111, 'description': 'The label does not discuss genetic or other testing for gene/protein/chromosomal variants, but does contain information about changes in efficacy, dosage or toxicity due to such variants. The label may mention contraindication of the drug in a particular subset of patients but does not require or recommend gene, protein or chromosomal testing.', 'parents': [], 'resource': 'Genetic Testing Level', 'synonyms': [], 'term': 'Actionable PGx', 'termId': 'geneTestLevel:1183672111', 'valid': True, 'version': 2}",True,ClinPGx
PA166329181,Annotation of HCSC Label for etrasimod and CYP2C9,etrasimod,CYP2C9,HCSC,,"{'id': 1183672141, 'description': 'The label mentions a gene or protein is involved in the metabolism or pharmacodynamics of the drug, but there is no information to suggest that variation in these genes/proteins leads to different response.', 'parents': [], 'resource': 'Genetic Testing Level', 'synonyms': [], 'term': 'Informative PGx', 'termId': 'geneTestLevel:1183672141', 'valid': True, 'version': 2}",False,ClinPGx
PA166343901,"Annotation of HCSC Label for avatrombopag and CYP2C9, F2, F5, PROC, PROS1, SERPINC1",avatrombopag,CYP2C9; F2; F5; PROC; PROS1; SERPINC1,HCSC,,"{'id': 1183672111, 'description': 'The label does not discuss genetic or other testing for gene/protein/chromosomal variants, but does contain information about changes in efficacy, dosage or toxicity due to such variants. The label may mention contraindication of the drug in a particular subset of patients but does not require or recommend gene, protein or chromosomal testing.', 'parents': [], 'resource': 'Genetic Testing Level', 'synonyms': [], 'term': 'Actionable PGx', 'termId': 'geneTestLevel:1183672111', 'valid': True, 'version': 2}",False,ClinPGx
PA166345321,Annotation of HCSC Label for glyburide and CYP2C9,glyburide,CYP2C9,HCSC,,"{'id': 1183672111, 'description': 'The label does not discuss genetic or other testing for gene/protein/chromosomal variants, but does contain information about changes in efficacy, dosage or toxicity due to such variants. The label may mention contraindication of the drug in a particular subset of patients but does not require or recommend gene, protein or chromosomal testing.', 'parents': [], 'resource': 'Genetic Testing Level', 'synonyms': [], 'term': 'Actionable PGx', 'termId': 'geneTestLevel:1183672111', 'valid': True, 'version': 2}",False,ClinPGx
PA166345341,Annotation of HCSC Label for glimepiride and CYP2C9,glimepiride,CYP2C9,HCSC,,"{'id': 1183672111, 'description': 'The label does not discuss genetic or other testing for gene/protein/chromosomal variants, but does contain information about changes in efficacy, dosage or toxicity due to such variants. The label may mention contraindication of the drug in a particular subset of patients but does not require or recommend gene, protein or chromosomal testing.', 'parents': [], 'resource': 'Genetic Testing Level', 'synonyms': [], 'term': 'Actionable PGx', 'termId': 'geneTestLevel:1183672111', 'valid': True, 'version': 2}",False,ClinPGx
PA166357727,"Annotation of HCSC Label for flibanserin and CYP2C9, CYP2D6",flibanserin,CYP2C9; CYP2D6,HCSC,,"{'id': 1183672141, 'description': 'The label mentions a gene or protein is involved in the metabolism or pharmacodynamics of the drug, but there is no information to suggest that variation in these genes/proteins leads to different response.', 'parents': [], 'resource': 'Genetic Testing Level', 'synonyms': [], 'term': 'Informative PGx', 'termId': 'geneTestLevel:1183672141', 'valid': True, 'version': 2}",False,ClinPGx
PA166357729,Annotation of HCSC Label for flurbiprofen and CYP2C9,flurbiprofen,CYP2C9,HCSC,,"{'id': 1183672111, 'description': 'The label does not discuss genetic or other testing for gene/protein/chromosomal variants, but does contain information about changes in efficacy, dosage or toxicity due to such variants. The label may mention contraindication of the drug in a particular subset of patients but does not require or recommend gene, protein or chromosomal testing.', 'parents': [], 'resource': 'Genetic Testing Level', 'synonyms': [], 'term': 'Actionable PGx', 'termId': 'geneTestLevel:1183672111', 'valid': True, 'version': 2}",False,ClinPGx
PA166400362,Annotation of FDA Label for deuruxolitinib and CYP2C9,deuruxolitinib,CYP2C9,FDA,,"{'id': 1183672077, 'description': 'The label states or implies that some sort of gene, protein or chromosomal testing, including genetic testing, functional protein assays, cytogenetic studies, etc., is recommended before using this drug. This recommendation may only be for a particular subset of patients. PharmGKB considers labels that say testing ""should be considered"" to be recommending testing.', 'parents': [], 'resource': 'Genetic Testing Level', 'synonyms': [], 'term': 'Testing Recommended', 'termId': 'geneTestLevel:1183672077', 'valid': True, 'version': 3}",True,ClinPGx
PA166400401,Annotation of EMA Label for seladelpar and CYP2C9,seladelpar,CYP2C9,EMA,,"{'id': 1183672141, 'description': 'The label mentions a gene or protein is involved in the metabolism or pharmacodynamics of the drug, but there is no information to suggest that variation in these genes/proteins leads to different response.', 'parents': [], 'resource': 'Genetic Testing Level', 'synonyms': [], 'term': 'Informative PGx', 'termId': 'geneTestLevel:1183672141', 'valid': True, 'version': 2}",False,ClinPGx
PA166400441,Annotation of FDA Label for seladelpar and CYP2C9,seladelpar,CYP2C9,FDA,,"{'id': 1183672111, 'description': 'The label does not discuss genetic or other testing for gene/protein/chromosomal variants, but does contain information about changes in efficacy, dosage or toxicity due to such variants. The label may mention contraindication of the drug in a particular subset of patients but does not require or recommend gene, protein or chromosomal testing.', 'parents': [], 'resource': 'Genetic Testing Level', 'synonyms': [], 'term': 'Actionable PGx', 'termId': 'geneTestLevel:1183672111', 'valid': True, 'version': 2}",False,ClinPGx
PA166104787,Annotation of FDA Label for cevimeline and CYP2D6,cevimeline,CYP2D6,FDA,On FDA Biomarker List,"{'id': 1183672111, 'description': 'The label does not discuss genetic or other testing for gene/protein/chromosomal variants, but does contain information about changes in efficacy, dosage or toxicity due to such variants. The label may mention contraindication of the drug in a particular subset of patients but does not require or recommend gene, protein or chromosomal testing.', 'parents': [], 'resource': 'Genetic Testing Level', 'synonyms': [], 'term': 'Actionable PGx', 'termId': 'geneTestLevel:1183672111', 'valid': True, 'version': 2}",False,ClinPGx
PA166104788,Annotation of FDA Label for fluoxetine / olanzapine and CYP2D6,fluoxetine / olanzapine,CYP2D6,FDA,,"{'id': 1183672111, 'description': 'The label does not discuss genetic or other testing for gene/protein/chromosomal variants, but does contain information about changes in efficacy, dosage or toxicity due to such variants. The label may mention contraindication of the drug in a particular subset of patients but does not require or recommend gene, protein or chromosomal testing.', 'parents': [], 'resource': 'Genetic Testing Level', 'synonyms': [], 'term': 'Actionable PGx', 'termId': 'geneTestLevel:1183672111', 'valid': True, 'version': 2}",False,ClinPGx
PA166104793,Annotation of FDA Label for risperidone and CYP2D6,risperidone,CYP2D6,FDA,On FDA Biomarker List,"{'id': 1452529540, 'parents': [], 'resource': 'Genetic Testing Level', 'synonyms': [], 'term': 'No Clinical PGx', 'termId': 'geneTestLevel:1452529540', 'valid': True, 'version': 0}",False,ClinPGx
PA166104798,Annotation of FDA Label for propranolol and CYP2D6,propranolol,CYP2D6,FDA,On FDA Biomarker List,"{'id': 1452529540, 'parents': [], 'resource': 'Genetic Testing Level', 'synonyms': [], 'term': 'No Clinical PGx', 'termId': 'geneTestLevel:1452529540', 'valid': True, 'version': 0}",False,ClinPGx
PA166104799,Annotation of FDA Label for tramadol and CYP2D6,tramadol,CYP2D6,FDA,On FDA Biomarker List,"{'id': 1183672111, 'description': 'The label does not discuss genetic or other testing for gene/protein/chromosomal variants, but does contain information about changes in efficacy, dosage or toxicity due to such variants. The label may mention contraindication of the drug in a particular subset of patients but does not require or recommend gene, protein or chromosomal testing.', 'parents': [], 'resource': 'Genetic Testing Level', 'synonyms': [], 'term': 'Actionable PGx', 'termId': 'geneTestLevel:1183672111', 'valid': True, 'version': 2}",True,ClinPGx
PA166104805,Annotation of FDA Label for thioridazine and CYP2D6,thioridazine,CYP2D6,FDA,On FDA Biomarker List,"{'id': 1183672111, 'description': 'The label does not discuss genetic or other testing for gene/protein/chromosomal variants, but does contain information about changes in efficacy, dosage or toxicity due to such variants. The label may mention contraindication of the drug in a particular subset of patients but does not require or recommend gene, protein or chromosomal testing.', 'parents': [], 'resource': 'Genetic Testing Level', 'synonyms': [], 'term': 'Actionable PGx', 'termId': 'geneTestLevel:1183672111', 'valid': True, 'version': 2}",True,ClinPGx
PA166104806,Annotation of FDA Label for tolterodine and CYP2D6,tolterodine,CYP2D6,FDA,On FDA Biomarker List,"{'id': 1183672141, 'description': 'The label mentions a gene or protein is involved in the metabolism or pharmacodynamics of the drug, but there is no information to suggest that variation in these genes/proteins leads to different response.', 'parents': [], 'resource': 'Genetic Testing Level', 'synonyms': [], 'term': 'Informative PGx', 'termId': 'geneTestLevel:1183672141', 'valid': True, 'version': 2}",False,ClinPGx
PA166104811,Annotation of FDA Label for quinidine and CYP2D6,quinidine,CYP2D6,FDA,On FDA Biomarker List,,False,ClinPGx
PA166104812,Annotation of FDA Label for protriptyline and CYP2D6,protriptyline,CYP2D6,FDA,On FDA Biomarker List,"{'id': 1183672141, 'description': 'The label mentions a gene or protein is involved in the metabolism or pharmacodynamics of the drug, but there is no information to suggest that variation in these genes/proteins leads to different response.', 'parents': [], 'resource': 'Genetic Testing Level', 'synonyms': [], 'term': 'Informative PGx', 'termId': 'geneTestLevel:1183672141', 'valid': True, 'version': 2}",False,ClinPGx
PA166104813,Annotation of FDA Label for carvedilol and CYP2D6,carvedilol,CYP2D6,FDA,On FDA Biomarker List,"{'id': 1183672141, 'description': 'The label mentions a gene or protein is involved in the metabolism or pharmacodynamics of the drug, but there is no information to suggest that variation in these genes/proteins leads to different response.', 'parents': [], 'resource': 'Genetic Testing Level', 'synonyms': [], 'term': 'Informative PGx', 'termId': 'geneTestLevel:1183672141', 'valid': True, 'version': 2}",False,ClinPGx
PA166104815,Annotation of FDA Label for clozapine and CYP2D6,clozapine,CYP2D6,FDA,On FDA Biomarker List,"{'id': 1183672111, 'description': 'The label does not discuss genetic or other testing for gene/protein/chromosomal variants, but does contain information about changes in efficacy, dosage or toxicity due to such variants. The label may mention contraindication of the drug in a particular subset of patients but does not require or recommend gene, protein or chromosomal testing.', 'parents': [], 'resource': 'Genetic Testing Level', 'synonyms': [], 'term': 'Actionable PGx', 'termId': 'geneTestLevel:1183672111', 'valid': True, 'version': 2}",False,ClinPGx
PA166104822,Annotation of FDA Label for terbinafine and CYP2D6,terbinafine,CYP2D6,FDA,Formerly on FDA Biomarker List,,False,ClinPGx
PA166104827,Annotation of FDA Label for atomoxetine and CYP2D6,atomoxetine,CYP2D6,FDA,On FDA Biomarker List,"{'id': 1183672111, 'description': 'The label does not discuss genetic or other testing for gene/protein/chromosomal variants, but does contain information about changes in efficacy, dosage or toxicity due to such variants. The label may mention contraindication of the drug in a particular subset of patients but does not require or recommend gene, protein or chromosomal testing.', 'parents': [], 'resource': 'Genetic Testing Level', 'synonyms': [], 'term': 'Actionable PGx', 'termId': 'geneTestLevel:1183672111', 'valid': True, 'version': 2}",False,ClinPGx
PA166104829,Annotation of FDA Label for tetrabenazine and CYP2D6,tetrabenazine,CYP2D6,FDA,On FDA Biomarker List,"{'id': 1183672041, 'description': 'The label states or implies that some sort of gene, protein or chromosomal testing, including genetic testing, functional protein assays, cytogenetic studies, etc., should be conducted before using this drug. This requirement may only be for a particular subset of patients. PharmGKB considers labels that state the variant is an indication for the drug, as implying a test requirement. If the label states a test ""should be"" performed, this is also interpreted as a requirement.', 'parents': [], 'resource': 'Genetic Testing Level', 'synonyms': [], 'term': 'Testing Required', 'termId': 'geneTestLevel:1183672041', 'valid': True, 'version': 3}",False,ClinPGx
PA166104830,Annotation of FDA Label for tiotropium and CYP2D6,tiotropium,CYP2D6,FDA,Formerly on FDA Biomarker List,,False,ClinPGx
PA166104835,Annotation of FDA Label for fluoxetine and CYP2D6,fluoxetine,CYP2D6,FDA,On FDA Biomarker List,"{'id': 1183672111, 'description': 'The label does not discuss genetic or other testing for gene/protein/chromosomal variants, but does contain information about changes in efficacy, dosage or toxicity due to such variants. The label may mention contraindication of the drug in a particular subset of patients but does not require or recommend gene, protein or chromosomal testing.', 'parents': [], 'resource': 'Genetic Testing Level', 'synonyms': [], 'term': 'Actionable PGx', 'termId': 'geneTestLevel:1183672111', 'valid': True, 'version': 2}",False,ClinPGx
PA166104836,Annotation of FDA Label for metoprolol and CYP2D6,metoprolol,CYP2D6,FDA,On FDA Biomarker List,"{'id': 1183672141, 'description': 'The label mentions a gene or protein is involved in the metabolism or pharmacodynamics of the drug, but there is no information to suggest that variation in these genes/proteins leads to different response.', 'parents': [], 'resource': 'Genetic Testing Level', 'synonyms': [], 'term': 'Informative PGx', 'termId': 'geneTestLevel:1183672141', 'valid': True, 'version': 2}",False,ClinPGx
PA166104837,Annotation of FDA Label for propafenone and CYP2D6,propafenone,CYP2D6,FDA,On FDA Biomarker List,"{'id': 1452529540, 'parents': [], 'resource': 'Genetic Testing Level', 'synonyms': [], 'term': 'No Clinical PGx', 'termId': 'geneTestLevel:1452529540', 'valid': True, 'version': 0}",False,ClinPGx
PA166104839,Annotation of FDA Label for aripiprazole and CYP2D6,aripiprazole,CYP2D6,FDA,On FDA Biomarker List,"{'id': 1183672111, 'description': 'The label does not discuss genetic or other testing for gene/protein/chromosomal variants, but does contain information about changes in efficacy, dosage or toxicity due to such variants. The label may mention contraindication of the drug in a particular subset of patients but does not require or recommend gene, protein or chromosomal testing.', 'parents': [], 'resource': 'Genetic Testing Level', 'synonyms': [], 'term': 'Actionable PGx', 'termId': 'geneTestLevel:1183672111', 'valid': True, 'version': 2}",False,ClinPGx
PA166104847,Annotation of FDA Label for venlafaxine and CYP2D6,venlafaxine,CYP2D6,FDA,On FDA Biomarker List,"{'id': 1183672141, 'description': 'The label mentions a gene or protein is involved in the metabolism or pharmacodynamics of the drug, but there is no information to suggest that variation in these genes/proteins leads to different response.', 'parents': [], 'resource': 'Genetic Testing Level', 'synonyms': [], 'term': 'Informative PGx', 'termId': 'geneTestLevel:1183672141', 'valid': True, 'version': 2}",False,ClinPGx
PA166104854,Annotation of FDA Label for fluvoxamine and CYP2D6,fluvoxamine,CYP2D6,FDA,On FDA Biomarker List,"{'id': 1183672111, 'description': 'The label does not discuss genetic or other testing for gene/protein/chromosomal variants, but does contain information about changes in efficacy, dosage or toxicity due to such variants. The label may mention contraindication of the drug in a particular subset of patients but does not require or recommend gene, protein or chromosomal testing.', 'parents': [], 'resource': 'Genetic Testing Level', 'synonyms': [], 'term': 'Actionable PGx', 'termId': 'geneTestLevel:1183672111', 'valid': True, 'version': 2}",False,ClinPGx
