source_id	target_id
UMLS:C1856405	DOID:0060358
C1274216	DOID:0060361
UMLS:C1274216	DOID:0060361
C0545044	DOID:0060362
UMLS:C0545044	DOID:0060362
C0574108	DOID:0060363
UMLS:C0574108	DOID:0060363
C0340834	DOID:0060366
UMLS:C0340834	DOID:0060366
C0406726	DOID:0060373
UMLS:C0406726	DOID:0060373
C0406727	DOID:0060374
UMLS:C0406727	DOID:0060374
C1868118	DOID:0060375
UMLS:C1868118	DOID:0060375
C2745997	DOID:0060376
UMLS:C2745997	DOID:0060376
C0796101	DOID:0060378
UMLS:C0796101	DOID:0060378
C2752048	DOID:0060381
UMLS:C2752048	DOID:0060381
C0796102	DOID:0060382
UMLS:C0796102	DOID:0060382
C1860119	DOID:0060383
UMLS:C1860119	DOID:0060383
C2931762	DOID:0060384
UMLS:C2931762	DOID:0060384
C1866168	DOID:0060385
UMLS:C1866168	DOID:0060385
C0024145	DOID:0060386
UMLS:C0024145	DOID:0060386
C1859148	DOID:0060387
UMLS:C1859148	DOID:0060387
C3180937	DOID:0060393
UMLS:C3180937	DOID:0060393
C3150701	DOID:0060398
UMLS:C3150701	DOID:0060398
C4518824	DOID:0060398
UMLS:C4518824	DOID:0060398
C0432442	DOID:0060406
UMLS:C0432442	DOID:0060406
C2751651	DOID:0060408
UMLS:C2751651	DOID:0060408
C1842870	DOID:0060410
UMLS:C1842870	DOID:0060410
C2931338	DOID:0060418
UMLS:C2931338	DOID:0060418
C0268647	DOID:0060439
UMLS:C0268647	DOID:0060439
C1275685	DOID:0060444
UMLS:C1275685	DOID:0060444
C1562113	DOID:0060448
UMLS:C1562113	DOID:0060448
C0339273	DOID:0060449
UMLS:C0339273	DOID:0060449
C0339277	DOID:0060451
UMLS:C0339277	DOID:0060451
C0339278	DOID:0060453
UMLS:C0339278	DOID:0060453
C1562894	DOID:0060455
UMLS:C1562894	DOID:0060455
C0271287	DOID:0060456
UMLS:C0271287	DOID:0060456
C0432242	DOID:0060462
UMLS:C0432242	DOID:0060462
C1707291	DOID:0060463
UMLS:C1707291	DOID:0060463
C0265282	DOID:0060465
UMLS:C0265282	DOID:0060465
C0399440	DOID:0060466
UMLS:C0399440	DOID:0060466
C0265264	DOID:0060468
UMLS:C0265264	DOID:0060468
C0265219	DOID:0060469
UMLS:C0265219	DOID:0060469
C0236026	DOID:0060471
UMLS:C0236026	DOID:0060471
C0796004	DOID:0060473
UMLS:C0796004	DOID:0060473
C0276289	DOID:0060478
UMLS:C0276289	DOID:0060478
C1836123	DOID:0060481
UMLS:C1836123	DOID:0060481
C2748572	DOID:0060484
UMLS:C2748572	DOID:0060484
C1856113	DOID:0060485
UMLS:C1856113	DOID:0060485
C1970431	DOID:0060488
UMLS:C1970431	DOID:0060488
C0877024	DOID:0060490
UMLS:C0877024	DOID:0060490
C1838979	DOID:0060536
UMLS:C1838979	DOID:0060536
C3642345	DOID:0060548
UMLS:C3642345	DOID:0060548
C1319466	DOID:0060549
UMLS:C1319466	DOID:0060549
C1860224	DOID:0060550
UMLS:C1860224	DOID:0060550
C1847640	DOID:0060556
UMLS:C1847640	DOID:0060556
C1854664	DOID:0060559
UMLS:C1854664	DOID:0060559
C0796137	DOID:0060565
UMLS:C0796137	DOID:0060565
C1856095	DOID:0060566
UMLS:C1856095	DOID:0060566
C0263398	DOID:0060567
UMLS:C0263398	DOID:0060567
C1264039	DOID:0060573
UMLS:C1264039	DOID:0060573
C1264040	DOID:0060574
UMLS:C1264040	DOID:0060574
C1857663	DOID:0060589
UMLS:C1857663	DOID:0060589
C0472817	DOID:0060591
UMLS:C0472817	DOID:0060591
C1292772	DOID:0060597
UMLS:C1292772	DOID:0060597
C0796085	DOID:0060599
UMLS:C0796085	DOID:0060599
C1608393	DOID:0060610
UMLS:C1608393	DOID:0060610
C1866994	DOID:0060614
UMLS:C1866994	DOID:0060614
C1865349	DOID:0060640
UMLS:C1865349	DOID:0060640
C0566602	DOID:0060643
UMLS:C0566602	DOID:0060643
C1838654	DOID:0060644
UMLS:C1838654	DOID:0060644
C1857253	DOID:0060650
UMLS:C1857253	DOID:0060650
C0079154	DOID:0060655
UMLS:C0079154	DOID:0060655
C0007772	DOID:0060688
UMLS:C0007772	DOID:0060688
C1864436	DOID:0060703
UMLS:C1864436	DOID:0060703
C0271829	DOID:0060744
UMLS:C0271829	DOID:0060744
C1720956	DOID:0060758
UMLS:C1720956	DOID:0060758
C1720958	DOID:0060759
UMLS:C1720958	DOID:0060759
C1842413	DOID:0060760
UMLS:C1842413	DOID:0060760
C0406585	DOID:0060762
UMLS:C0406585	DOID:0060762
C0406704	DOID:0060782
UMLS:C0406704	DOID:0060782
C0406704	DOID:0060783
UMLS:C0406704	DOID:0060783
C0406704	DOID:0060784
UMLS:C0406704	DOID:0060784
C3164344	DOID:0060785
